HocoNum,HighSpeed,population
131408,0,83911
131408,1,6925
131409,1,4802
131411,0,21221
131411,1,17221
131412,0,5009
131413,0,8083742
131413,1,321236
131414,0,5334
131415,0,5292
131416,0,2967
131418,0,1206
131421,0,29160
131421,1,6049
131422,1,26153
131423,0,3542
131425,0,21447347
131425,1,34396317
131426,1,29635
131427,0,1256
131427,1,21459
131431,0,4039
131431,1,901
131441,0,42138
131444,0,43812
131444,1,23283
131445,0,15381
131445,1,17186
131448,0,59
131448,1,19083
131451,0,10405
131451,1,741
131453,0,136
131453,1,3
131454,0,45365
131454,1,1946358
131457,0,9689
131458,0,7470
131459,0,3755
131459,1,32003
131460,1,9260
131461,0,2929
131461,1,9431
131463,0,33641
131463,1,7895
131465,0,3271
131465,1,30498
131466,0,28650
131467,0,18294
131467,1,13237
131469,0,41004
131472,0,6691
131472,1,2600
131473,0,3779
131475,0,2099
131476,0,38281
131478,0,10160
131478,1,8632
131480,0,191618
131480,1,6990493
131481,0,10780
131482,0,34882
131482,1,5048
131485,0,20311
131486,0,11110
131486,1,54722
131487,0,189
131492,0,2116
131493,0,3047
131493,1,42763
131494,0,28218
131497,0,723085
131505,0,2549
131506,0,2773
131507,0,45666
131510,1,1170
131512,0,14622
131516,0,85554
131517,0,25916
131518,0,24496
131518,1,19697
131520,0,2218
131611,1,63022
131612,0,13023
131613,0,28265
131900,0,16846
140001,0,40221
140012,0,22430
140016,0,14019
140018,0,144579
140020,1,63088
140030,0,40306
140030,1,10264
140032,0,748
140033,0,25893
140033,1,4571
140036,0,7620
140043,0,9575
140048,0,25719363
140050,0,13324
140055,0,15520
140059,0,9045
140063,0,123714
140064,0,537364
140076,0,2023
140078,0,42381
140080,1,969100
140084,0,12283
140092,0,5413
140092,1,17884
140097,0,10857
140101,0,6776
140105,0,2460558
140106,0,4539
150119,0,11242
150120,0,16891
150120,1,1504
150206,0,67828
150206,1,527859
150221,0,85873
150221,1,3043
150225,0,3021
150227,0,7492
150229,0,1539
150235,0,11194
150236,0,19603
150237,1,4208
150244,0,354
150245,0,645
150249,0,44236
150250,0,82234
150258,0,41290
150258,1,33048
150262,0,8298
150262,1,7096
150266,0,89957
150270,0,53066
150270,1,17927
150271,0,30094
150272,0,18
150281,0,7723
150287,0,4655
150287,1,3598
150292,0,492413
150296,0,192361
150296,1,2906
