HocoNum,TechType,HighSpeed,population,HoldingCompanyName
130476,DOCSIS,0,1039,Farmers Independent Telephone Company
130476,DSL,0,5065,Farmers Independent Telephone Company
130476,FTTH,0,958,Farmers Independent Telephone Company
130477,DOCSIS,0,229,Farmers Mutual Cooperative Telephone Company-Harlan
130477,DSL,0,6857,Farmers Mutual Cooperative Telephone Company-Harlan
130477,FTTH,0,3532,Farmers Mutual Cooperative Telephone Company-Harlan
130477,Other,0,659,Farmers Mutual Cooperative Telephone Company-Harlan
130478,FTTH,0,1074,Farmers Mutual Cooperative Telephone Company-Moulton
130479,DSL,0,7050,Farmers Mutual Telephone Company (ID)
130479,FTTH,0,1128,Farmers Mutual Telephone Company (ID)
130481,DSL,0,1213,Farmers Mutual Telephone Company (OH)
130481,Other,0,70635,Farmers Mutual Telephone Company (OH)
130482,DSL,0,4970,"Farmers Mutual Telephone Company of Stanton, Iowa"
130482,FTTH,1,4970,"Farmers Mutual Telephone Company of Stanton, Iowa"
130483,DSL,0,1088,Farmers Mutual Telephone Company-Jessup
130483,FTTH,0,5377,Farmers Mutual Telephone Company-Jessup
130484,DOCSIS,0,4951,Farmers Mutual Telephone Company-Nora Springs
130484,DSL,0,4951,Farmers Mutual Telephone Company-Nora Springs
130484,FTTH,0,11950,Farmers Mutual Telephone Company-Nora Springs
130485,DOCSIS,0,35465,Farmers Mutual Telephone Cooperative
130485,DSL,0,35465,Farmers Mutual Telephone Cooperative
130485,FTTH,0,35465,Farmers Mutual Telephone Cooperative
130485,Other,0,35465,Farmers Mutual Telephone Cooperative
130487,DSL,0,6802,"Farmers Telephone Company, Inc."
130487,FTTH,0,1852,"Farmers Telephone Company, Inc."
130488,DSL,0,1102,Farmers Telephone Company-Batavia
130489,DSL,0,718,Farmers Telephone Company-Essex
130489,Other,0,3073,Farmers Telephone Company-Essex
130490,DSL,0,191647,"Farmers Telephone Cooperative, Inc. (SC)"
130490,FTTH,1,45434,"Farmers Telephone Cooperative, Inc. (SC)"
130491,DOCSIS,0,130,Fayetteville Public Utilities
130492,DSL,0,8220,FDF Communications Co.
130492,Other,0,54682,FDF Communications Co.
130494,DSL,0,299,Farmers Mutual Telephone Company (MN & SD)
130494,FTTH,1,17825,Farmers Mutual Telephone Company (MN & SD)
130494,Other,0,675,Farmers Mutual Telephone Company (MN & SD)
130495,FTTH,0,503,Fenton Cooperative Telephone Company
130497,DOCSIS,0,380651,Fidelity Communications Company
130497,DSL,0,26339,Fidelity Communications Company
130497,FTTH,0,346,Fidelity Communications Company
130500,DOCSIS,0,3177,"First Step Internet, LLC"
130500,FTTH,0,70,"First Step Internet, LLC"
130500,Other,0,160646,"First Step Internet, LLC"
130502,DSL,0,2941,"Five Area Telephone Cooperative, Inc."
130502,FTTH,0,8918,"Five Area Telephone Cooperative, Inc."
130502,Other,0,15643,"Five Area Telephone Cooperative, Inc."
130503,DSL,0,1231,"Flat Rock Telephone Co-Op, Inc."
130507,DSL,0,2647,"Foothills Rural Telephone Cooperative Corporation, Inc."
130507,FTTH,0,41717,"Foothills Rural Telephone Cooperative Corporation, Inc."
130509,FTTH,0,14174,"Fort Mojave Telecommunications, Inc."
130511,DSL,0,1710,Waldron Communication Company
130511,Other,0,29769,Waldron Communication Company
130513,Other,0,115649,"Fox Valley Internet, Inc."
130514,DSL,0,1774,"Franklin Telephone Co., Inc."
130514,FTTH,0,390,"Franklin Telephone Co., Inc."
130520,DOCSIS,0,49612,"Full Channel, Inc."
130524,DSL,0,4537,"Ganado Telephone Company, Inc."
130524,FTTH,0,105,"Ganado Telephone Company, Inc."
130526,DSL,0,10190,Garden Valley Telephone Company
130526,FTTH,0,12848,Garden Valley Telephone Company
130527,DSL,0,5080,Gardonville Cooperative Telephone Association
130527,FTTH,0,3282,Gardonville Cooperative Telephone Association
130527,Other,0,73752,Gardonville Cooperative Telephone Association
130528,FTTH,1,2417,"Gargoyle Technologies, Inc."
130528,Other,0,7005,"Gargoyle Technologies, Inc."
130532,DSL,0,1553,Geetingsville Telephone Company Inc.
130532,FTTH,0,610,Geetingsville Telephone Company Inc.
130532,Other,0,4241,Geetingsville Telephone Company Inc.
130534,DOCSIS,1,552424,"General Communication, Inc."
130534,DSL,0,13464,"General Communication, Inc."
130534,Other,0,25722,"General Communication, Inc."
130535,DSL,0,14351,"Geneseo Communications, Inc."
130538,DSL,0,5408,"Germantown Telephone Company, Inc."
130538,FTTH,0,3175,"Germantown Telephone Company, Inc."
130539,DSL,0,4649,Gervais Telephone Company
130539,FTTH,0,18126,Gervais Telephone Company
130540,DOCSIS,0,27250,GEUS
130542,DSL,0,5784,"Gila River Telecommunications, Inc."
130543,DOCSIS,0,2761,"Glandorf Telephone Co., Inc."
130543,DSL,0,2746,"Glandorf Telephone Co., Inc."
130544,DSL,0,2664,Glasford Telephone Company
130545,DSL,0,2504,Glenwood Telephone Company
130546,DOCSIS,0,2040,Glenwood Telephone Membership Corporation
130546,DSL,0,2471,Glenwood Telephone Membership Corporation
130546,FTTH,0,21524,Glenwood Telephone Membership Corporation
130546,Other,0,137688,Glenwood Telephone Membership Corporation
130548,DSL,0,34784,GOES
130550,DOCSIS,0,53080,"Golden West Telecommunications Cooperative, Inc."
130550,DSL,0,95628,"Golden West Telecommunications Cooperative, Inc."
130550,FTTH,0,33100,"Golden West Telecommunications Cooperative, Inc."
130551,DSL,0,2210,"Golden Wheat, Inc."
130551,FTTH,0,3365,"Golden Wheat, Inc."
130552,DSL,0,21283,Goldfield Telephone Company
130553,Other,0,147624,Gonthier Inc.
130555,FTTH,0,1134,"Gorham Communications, Inc."
130557,DSL,0,12606,"Grafton Communications, Inc."
130558,DSL,0,9834,Granby Telephone Company
130558,FTTH,0,9834,Granby Telephone Company
130559,DSL,0,809,Grand Mound Cooperative Telephone Association
130559,FTTH,0,15258,Grand Mound Cooperative Telephone Association
130559,Other,0,14909,Grand Mound Cooperative Telephone Association
130560,DSL,0,28999,Grand River Mutual Telephone Corporation
130560,FTTH,0,24239,Grand River Mutual Telephone Corporation
130561,DSL,0,6629,Grand Telephone Company
130561,FTTH,0,2091,Grand Telephone Company
130565,DSL,0,1221,Grauer Management Inc.
130565,FTTH,0,1771,Grauer Management Inc.
130567,Other,0,11504,Great Lakes Communication Corp.
130569,DOCSIS,0,23355,"Great Plains Communications, Inc."
130569,DSL,0,48862,"Great Plains Communications, Inc."
130569,FTTH,0,1272,"Great Plains Communications, Inc."
130570,DSL,0,7492,Green Hills Telephone Corporation
130570,FTTH,0,3270,Green Hills Telephone Corporation
130570,Other,0,12280,Green Hills Telephone Corporation
130574,FTTH,0,3637,Griswold Cooperative Telephone Company
130575,Other,0,1773,"Grizzly Internet, Inc."
130576,DOCSIS,1,63923,"Thames Valley Communications, Inc."
130578,DOCSIS,0,14998,"Guadalupe Valley Telephone Cooperative, Inc."
130578,DSL,0,100743,"Guadalupe Valley Telephone Cooperative, Inc."
130578,FTTH,1,102856,"Guadalupe Valley Telephone Cooperative, Inc."
130580,DSL,0,5992,Gunnison Telephone Company
130581,DOCSIS,0,710,"H&B Communications, Inc."
130581,DSL,0,954,"H&B Communications, Inc."
130581,FTTH,0,5117,"H&B Communications, Inc."
130581,Other,0,3541,"H&B Communications, Inc."
130583,DSL,0,3332,Halstad Telephone Company
130583,FTTH,0,5987,Halstad Telephone Company
130583,Other,0,12496,Halstad Telephone Company
130584,DSL,0,7105,Hamilton County Telephone Co-Op
130584,FTTH,0,1492,Hamilton County Telephone Co-Op
130584,Other,0,40736,Hamilton County Telephone Co-Op
130586,DSL,0,13509,Hancock Rural Telephone Corporation
130586,FTTH,1,41725,Hancock Rural Telephone Corporation
130586,Other,0,5456,Hancock Rural Telephone Corporation
130587,DSL,0,1374623,Harbor Communications
130587,FTTH,0,1371638,Harbor Communications
130587,Other,0,1371638,Harbor Communications
130588,DSL,0,10274,"Hardy Telecommunications, Inc."
130588,FTTH,0,9539,"Hardy Telecommunications, Inc."
130588,Other,1,5393,"Hardy Telecommunications, Inc."
130589,DOCSIS,0,10999,"Hargray Communications Group, Inc."
130589,DSL,0,57523,"Hargray Communications Group, Inc."
130589,FTTH,0,34697,"Hargray Communications Group, Inc."
130590,DSL,0,2128,Harmony Telephone Company
130590,Other,0,5251,Harmony Telephone Company
130591,DOCSIS,0,590129,Harron Communications LP
130592,FTTH,0,2756,"Hartington Telecommunications Co., Inc."
130594,Other,0,328,"Haug Communications, Inc."
130595,DSL,0,1192188,"Hawaiian Telcom Communications, Inc."
130595,FTTH,1,356699,"Hawaiian Telcom Communications, Inc."
130596,DSL,0,1834,Hawkeye Telephone Company
130596,FTTH,0,56,Hawkeye Telephone Company
130597,DSL,0,26684,"Hayneville Holding Company, Inc."
130598,DSL,0,6269,Heart of Iowa Communications Cooperative
130598,FTTH,0,11919,Heart of Iowa Communications Cooperative
130598,Other,0,19726,Heart of Iowa Communications Cooperative
130601,DSL,0,418,Helix Telephone Company
130602,DOCSIS,0,997,Hemingford Cooperative Telephone Company
130602,DSL,0,14342,Hemingford Cooperative Telephone Company
130602,FTTH,0,1877,Hemingford Cooperative Telephone Company
130602,Other,0,59331,Hemingford Cooperative Telephone Company
130603,FTTH,0,1667,Henderson Cooperative Telephone Company
130603,Other,0,3318,Henderson Cooperative Telephone Company
130604,DSL,0,2649,"Henry County Communications, Inc."
130605,DSL,0,1142,Hershey Cooperative Telephone Company
130605,FTTH,0,682,Hershey Cooperative Telephone Company
130605,Other,0,29761,Hershey Cooperative Telephone Company
130606,DOCSIS,1,37978,"Hiawatha Broadband Communications, Inc."
130606,FTTH,1,36808,"Hiawatha Broadband Communications, Inc."
130606,Other,0,178065,"Hiawatha Broadband Communications, Inc."
130607,DSL,0,15595,"Hiawatha Communications, Inc."
130607,FTTH,0,2743,"Hiawatha Communications, Inc."
130609,DSL,0,503,"Hickory Utility Services, Inc."
130609,FTTH,0,6245,"Hickory Utility Services, Inc."
130610,DSL,0,1719,Highland Telephone Cooperative (VA)
130612,DSL,0,28631,"Hill Country Telephone Cooperative, Inc."
130612,FTTH,0,5042,"Hill Country Telephone Cooperative, Inc."
130613,DSL,0,1917,"Hillsboro Telephone Company, Inc."
130614,DSL,0,8835,Hinton Holding Company
130614,Other,0,40863,Hinton Holding Company
130616,DOCSIS,0,434,"Home Enterprises, Inc."
130616,FTTH,0,6248,"Home Enterprises, Inc."
130617,DOCSIS,1,37033,"Home Telephone Company, Inc. (SC)"
130617,DSL,0,35898,"Home Telephone Company, Inc. (SC)"
130617,FTTH,1,38621,"Home Telephone Company, Inc. (SC)"
130619,DSL,0,86620,Horizon Telecom
130620,DOCSIS,0,178335,Bluewave Communications
130620,DSL,0,212753,Bluewave Communications
130620,FTTH,0,138739,Bluewave Communications
130621,DOCSIS,0,9180,"Hospers Telephone Exchange, Inc."
130621,FTTH,0,2502,"Hospers Telephone Exchange, Inc."
130622,DSL,0,1073,Hot Springs Telephone Company
130623,DOCSIS,1,28679,"Hotwire Communications, Ltd."
130623,DSL,1,31829,"Hotwire Communications, Ltd."
130623,FTTH,1,45964,"Hotwire Communications, Ltd."
130623,Other,1,4397,"Hotwire Communications, Ltd."
130624,DSL,0,45433,HTC Holding Co.
130624,FTTH,0,5764,HTC Holding Co.
130624,Other,0,198715,HTC Holding Co.
130626,DSL,0,1262,Hubbard Cooperative Telephone Association
130627,DSL,0,110291,Charles W. Ergen
130630,DSL,0,1611,Huxley Communications Cooperative
130630,FTTH,0,7481,Huxley Communications Cooperative
130630,Other,0,702,Huxley Communications Cooperative
130631,FTTH,0,3012,IAMO Telephone Company
130631,Other,0,795,IAMO Telephone Company
130634,Other,0,13946,ICON Technologies Inc.
130641,DOCSIS,0,6959,Independence Light and Power
130645,DSL,0,5442,Industry Telephone Company
130647,Other,0,3200,"Info-Ed, Inc."
130648,DOCSIS,0,18975,InfoStructure Inc.
130651,DOCSIS,0,2601,Western Elite Incorporated Services
130651,DSL,0,5432,Western Elite Incorporated Services
130651,Other,0,1266,Western Elite Incorporated Services
130653,DSL,0,97054,"Integra Telecom Holdings, Inc."
130653,FTTH,1,136732,"Integra Telecom Holdings, Inc."
130655,DOCSIS,0,83726,"Inter Mountain Cable, Inc."
130655,DSL,0,17884,"Inter Mountain Cable, Inc."
130657,DSL,0,6256,"InterBel Telephone Cooperative, Inc."
130657,FTTH,0,6256,"InterBel Telephone Cooperative, Inc."
130661,FTTH,0,9490,Interstate 35 Telephone Company
130662,DSL,0,16914,"Interstate Telecommunications Cooperative, Inc."
130662,FTTH,0,22847,"Interstate Telecommunications Cooperative, Inc."
130663,Other,0,202241,"Inventive Wireless of Nebraska, LLC"
130667,DSL,0,36548,Ironton Telephone Company
130668,DOCSIS,0,10956,"Irvine Community Television, Inc."
130672,DOCSIS,0,622,"J & N Cable Systems, Inc."
130673,DSL,0,34122,James Valley Cooperative Telephone Company
130673,FTTH,0,5458,James Valley Cooperative Telephone Company
130673,Other,0,49718,James Valley Cooperative Telephone Company
130674,DSL,0,1877,"JED Enterprises, Inc."
130674,FTTH,0,113,"JED Enterprises, Inc."
130677,DSL,0,5319,Jefferson Telephone Company
130677,FTTH,0,4343,Jefferson Telephone Company
130678,DSL,0,2717,Johnson Telephone Company
130678,FTTH,0,861,Johnson Telephone Company
130679,DSL,0,958,"K & M Telephone Company, Inc."
130679,FTTH,0,151,"K & M Telephone Company, Inc."
130681,DSL,0,3785,"Kalida Telephone Company, Inc."
130682,FTTH,0,4228,Kalona Cooperative Telephone Company
130683,DSL,0,8154,"KALTELCO, Inc."
130684,FTTH,0,5127,"KanOkla Telephone Association, Inc."
130684,Other,0,436186,"KanOkla Telephone Association, Inc."
130685,DSL,0,66021,"Kaplan Telephone Company, Inc."
130685,FTTH,0,66021,"Kaplan Telephone Company, Inc."
130685,Other,0,66021,"Kaplan Telephone Company, Inc."
130686,DSL,0,15308,Kasson & Mantorville Telephone Company
130686,FTTH,1,8248,Kasson & Mantorville Telephone Company
130690,DOCSIS,0,1095,"Keene Valley Video, Inc."
130691,DSL,0,1616,"Kennebec Telephone Company, Inc."
130691,FTTH,0,1612,"Kennebec Telephone Company, Inc."
130692,DOCSIS,0,195,"Kentec Communications, Inc."
130692,FTTH,0,3242,"Kentec Communications, Inc."
130692,Other,0,9413,"Kentec Communications, Inc."
130693,DSL,0,2963,Keystone Farmers Cooperative Telephone Company
130695,DSL,0,660,Killduff Telephone Company
130696,DSL,0,4938,"Kinex Networking Solutions, Inc."
130696,FTTH,0,436,"Kinex Networking Solutions, Inc."
130696,Other,0,2562,"Kinex Networking Solutions, Inc."
130697,DSL,0,12179,Kingdom Telephone Company
130697,FTTH,0,3627,Kingdom Telephone Company
130697,Other,0,53564,Kingdom Telephone Company
130699,DSL,0,186,Kinsman Mutual Telephone Co.
130705,DOCSIS,0,16369,Kraus Electronics Systems Inc.
130707,Other,0,20973,La Canada Wireless Association
130708,DSL,0,3008,La Jicarita Rural Telephone Cooperative
130708,FTTH,0,1565,La Jicarita Rural Telephone Cooperative
130708,Other,0,24,La Jicarita Rural Telephone Cooperative
130709,DSL,0,3271,La Motte Telephone Company
130709,FTTH,0,256,La Motte Telephone Company
130709,Other,0,3834,La Motte Telephone Company
130710,DSL,0,2095,"La Ward Telephone Exchange, Inc."
130710,FTTH,0,290,"La Ward Telephone Exchange, Inc."
130711,FTTH,0,956,"LaHarpe Telephone Company, Inc."
130712,DSL,0,11679,Lake Livingston Telephone Company
130714,DOCSIS,0,4074,"Lakeland Communications, Inc."
130714,DSL,0,7935,"Lakeland Communications, Inc."
130714,FTTH,1,2434,"Lakeland Communications, Inc."
130718,DSL,0,4439,"Larson Utilities, Inc."
130721,DSL,0,4774,"Laurel Highland Total Communications, Inc."
130721,FTTH,0,17747,"Laurel Highland Total Communications, Inc."
130721,Other,0,219,"Laurel Highland Total Communications, Inc."
130724,DOCSIS,0,1162,Laurens Municipal Broadband Communications Utility
130725,FTTH,1,7161,"Lavaca Telephone Company, Inc."
130726,DSL,0,4344,"LaValle Telephone Cooperative, Inc."
130726,FTTH,1,1588,"LaValle Telephone Cooperative, Inc."
130728,DSL,0,636,"Leaco Rural Telephone Cooperative, Inc."
130728,FTTH,0,2036,"Leaco Rural Telephone Cooperative, Inc."
130728,Other,0,16219,"Leaco Rural Telephone Cooperative, Inc."
130732,FTTH,0,8135,Lehigh Valley Telephone Cooperative Association
130733,DSL,0,3437,Lemonweir Valley Telephone Company
130733,FTTH,0,4247,Lemonweir Valley Telephone Company
130733,Other,0,53,Lemonweir Valley Telephone Company
130734,DOCSIS,0,16820,Lennon Telephone Company
130734,DSL,0,4571,Lennon Telephone Company
130735,DSL,0,327,"Leonore Mutual Telephone Co., Inc."
130736,DSL,0,4429,Le-Ru Telephone Company
130736,Other,0,1413,Le-Ru Telephone Company
130742,DSL,0,6885,"Ligonier Telephone Co., Inc."
130742,FTTH,0,9526,"Ligonier Telephone Co., Inc."
130742,Other,0,112199,"Ligonier Telephone Co., Inc."
130743,DSL,0,5268,"Lincoln Communications, Inc."
130743,FTTH,0,4036,"Lincoln Communications, Inc."
130743,Other,0,4549,"Lincoln Communications, Inc."
130744,DSL,0,1450,Lincoln Telephone Company
130744,FTTH,0,57,Lincoln Telephone Company
130745,DSL,0,20610,Lincolnville Telephone Company
130745,FTTH,0,7620,Lincolnville Telephone Company
130746,DOCSIS,0,20157,"Lintel, Inc."
130746,DSL,0,17188,"Lintel, Inc."
130747,DSL,0,4457,"Lipan Telephone Company, Inc."
130748,FTTH,0,981,Lismore Cooperative Telephone Company
130749,Other,0,20123,"LiteWire Internet Services, Inc."
130754,DSL,0,15339,"Logan Telephone Cooperative, Inc."
130754,FTTH,0,2392,"Logan Telephone Cooperative, Inc."
130756,Other,0,1745,Lone Rock Cooperative Telephone Company
130757,DOCSIS,0,45674,Long Lines
130757,DSL,0,16794,Long Lines
130759,FTTH,0,4717,Lost Nation-Elwood Telephone Company
130761,DSL,0,4720,LTC Communications Inc.
130762,DSL,0,16408,"LTC Holding Company, Inc."
130764,DOCSIS,0,12351,Lycom Communications
130766,DSL,0,785,Lynnville Telephone Company
130767,DSL,0,4064,Mabel Cooperative Telephone Company
130768,DSL,0,7366,MADCO Holding Company
130768,FTTH,0,2461,MADCO Holding Company
130769,DOCSIS,0,19241,"Schwartz Ventures, Inc."
130769,DSL,0,6640,"Schwartz Ventures, Inc."
130771,FTTH,0,2476,Madison Telephone Company
130772,DSL,0,2852,"Magazine Telephone Company, Inc."
130774,FTTH,0,9599,"Mahaska Communication Group, LLC"
130774,Other,0,2879,"Mahaska Communication Group, LLC"
130776,DSL,0,5225,"Manawa Telecommunications, Inc."
130776,FTTH,0,294,"Manawa Telecommunications, Inc."
130777,FTTH,0,1532,Manchester-Hartland Telephone Company
130778,DSL,0,9752,Manti Telephone Company
130778,FTTH,0,7177,Manti Telephone Company
130778,Other,0,402,Manti Telephone Company
130780,DOCSIS,0,8141,"Margaretville Telephone Company, Inc."
130780,DSL,0,4249,"Margaretville Telephone Company, Inc."
130781,DSL,0,13805,Mark Twain Rural Telephone Company
130781,Other,0,58139,Mark Twain Rural Telephone Company
130782,DSL,0,2338,Marne & Elk Horn Telephone Company
130782,FTTH,0,1236,Marne & Elk Horn Telephone Company
130782,Other,0,9396,Marne & Elk Horn Telephone Company
130783,DSL,0,2047,"Marquette-Adams Telephone Cooperative, Inc."
130783,FTTH,0,14842,"Marquette-Adams Telephone Cooperative, Inc."
130784,DOCSIS,0,846,"Martell Enterprises, Inc."
130784,DSL,0,7520,"Martell Enterprises, Inc."
130785,DOCSIS,0,17574,Martelle Cooperative Telephone Association
130785,DSL,0,17574,Martelle Cooperative Telephone Association
130786,DOCSIS,0,41470,Mashell Inc.
130786,DSL,0,16432,Mashell Inc.
130787,DSL,0,1520,Massena Telephone Company
130787,Other,0,1520,Massena Telephone Company
130788,DOCSIS,0,165124,"Massillon Cable TV, Inc."
130790,Other,0,681,Master Mind Productions Inc.
130791,DSL,0,123763,"Matanuska Telephone Association, Inc."
130791,FTTH,1,8987,"Matanuska Telephone Association, Inc."
130794,DSL,0,35784,MBO Corporation
130794,FTTH,0,14227,MBO Corporation
130796,FTTH,0,1920,McClure Telephone Company
130797,FTTH,0,5863,"TrioTel Communications, Inc."
130798,DSL,0,8880,McDonald County Telephone Company
130798,FTTH,0,2526,McDonald County Telephone Company
130799,DSL,0,25958,McDonough Telephone Cooperative Inc.
130799,FTTH,1,35778,McDonough Telephone Cooperative Inc.
130799,Other,0,34167,McDonough Telephone Cooperative Inc.
130802,DSL,0,908,"McNabb Communications, Inc."
130803,DSL,0,2410,Mechanicsville Telephone Company
130803,Other,0,2646,Mechanicsville Telephone Company
130804,DOCSIS,1,6456081,Mediacom Communications Corp.
130805,DSL,0,6594,Mediapolis Telephone Company
130805,FTTH,0,6594,Mediapolis Telephone Company
130808,Other,0,40575,Merrill Information Systems
130809,DOCSIS,0,11988,"Merrimac Communications, Ltd."
130810,DSL,0,3507,"Mescalero Apache Telecom, Inc."
130814,DSL,0,6687,"MGW Communications, Inc."
130814,FTTH,0,1231,"MGW Communications, Inc."
130814,Other,0,19787,"MGW Communications, Inc."
130817,Other,0,328199,"Micrologic, Inc."
130819,DSL,0,11416,Mid Century Telephone Co-operative
130821,DOCSIS,1,1054338,Midcontinent Communications
130825,DSL,0,6859,"Mid-Plains Rural Telephone Cooperative, Inc."
130826,DOCSIS,0,32743,"Mid-Rivers Telephone Cooperative, Inc."
130826,DSL,0,64114,"Mid-Rivers Telephone Cooperative, Inc."
130826,FTTH,0,6518,"Mid-Rivers Telephone Cooperative, Inc."
130826,Other,0,1034,"Mid-Rivers Telephone Cooperative, Inc."
130827,DSL,0,3360,"Midstate Communications, Inc. (ND)"
130828,DSL,0,3087,"Midstate Communications, Inc. (SD)"
130828,FTTH,0,10345,"Midstate Communications, Inc. (SD)"
130829,Other,0,23899,"Mid-States Services, LLC"
130831,DSL,0,11173,Midvale Telephone Exchange
130831,FTTH,0,4288,Midvale Telephone Exchange
130831,Other,0,2865,Midvale Telephone Exchange
130833,Other,0,172674,Midwest Mobile Radio
130834,Other,0,522850,"Midwest Telecom of America, Inc."
130837,DSL,0,1687,Miles Cooperative Telephone Assoc.
130838,DOCSIS,0,3916,"Miles Enterprises, Inc."
130838,DSL,0,22220,"Miles Enterprises, Inc."
130838,FTTH,0,23554,"Miles Enterprises, Inc."
130838,Other,0,132751,"Miles Enterprises, Inc."
130839,DOCSIS,0,3478,"Milford Communications, LLC"
130841,DOCSIS,0,69166,Millennium Telcom LLC
130841,DSL,0,67367,Millennium Telcom LLC
130841,FTTH,0,22330,Millennium Telcom LLC
130841,Other,0,76760,Millennium Telcom LLC
130844,DSL,0,16157,Millry Corporation
130845,DSL,0,2809,Minburn Telephone Company
130845,FTTH,0,1119,Minburn Telephone Company
130845,Other,0,2214,Minburn Telephone Company
130846,DSL,0,4004,"Minerva Valley Telephone Company, Inc."
130847,DSL,0,9080,Minford Telephone Company
130849,DSL,0,7359,Modern Cooperative Telephone Company
130850,DSL,0,4215,Molalla Communications Company
130850,FTTH,1,14443,Molalla Communications Company
130851,DSL,0,3863,"Mon-Cre Telephone Cooperative, Inc."
130851,FTTH,0,681,"Mon-Cre Telephone Cooperative, Inc."
130852,DSL,0,2902,Monitor Cooperative Telephone Company
130852,FTTH,0,2902,Monitor Cooperative Telephone Company
130853,DSL,0,3919,Monon Telephone Company Inc.
130853,FTTH,0,3996,Monon Telephone Company Inc.
130853,Other,0,10087,Monon Telephone Company Inc.
130854,DSL,0,5322,Monroe Telephone Company
130854,FTTH,0,1768,Monroe Telephone Company
130856,DOCSIS,0,1673,MLGC
130856,DSL,0,1149,MLGC
130856,FTTH,0,3761,MLGC
130859,DSL,0,1570,"Moultrie MultiCorp, Inc."
130859,Other,0,150887,"Moultrie MultiCorp, Inc."
130860,DSL,0,7655,The Moundridge Telephone Company
130861,DSL,0,5993,"Moundville Communications, Inc."
130861,FTTH,0,5993,"Moundville Communications, Inc."
130862,DSL,0,16716,Mount Horeb Telephone Company
130862,FTTH,1,744,Mount Horeb Telephone Company
130862,Other,0,15578,Mount Horeb Telephone Company
130865,FTTH,0,36796,"Mountain Rural Telephone Cooperative Corporation, Inc."
130868,DOCSIS,0,764,Town of Mountain Village
130872,DSL,0,215601,MTCO Corporation
130872,FTTH,1,7069,MTCO Corporation
130874,DSL,0,2256,"Mud Lake Telephone Cooperative Assn., Inc."
130874,Other,0,3147,"Mud Lake Telephone Cooperative Assn., Inc."
130875,DSL,0,7513,Mulberry Cooperative Telephone Co. Inc.
130875,FTTH,0,2855,Mulberry Cooperative Telephone Co. Inc.
130877,DOCSIS,0,30161,Mutual Telephone Company (IA)
130877,DSL,0,6425,Mutual Telephone Company (IA)
130877,FTTH,0,17807,Mutual Telephone Company (IA)
130877,Other,0,1149,Mutual Telephone Company (IA)
130878,DSL,0,13369,Mutual Telephone Company of Morning Sun
130878,Other,0,13716,Mutual Telephone Company of Morning Sun
130880,FTTH,0,9634,"Myakka Technologies, Inc."
130880,Other,0,9256,"Myakka Technologies, Inc."
130882,DSL,0,15703,"NATCO Communications, Inc."
130882,FTTH,0,2392,"NATCO Communications, Inc."
130885,DSL,0,10162,North Dakota Telephone Company
130885,FTTH,0,20908,North Dakota Telephone Company
130885,Other,0,83,North Dakota Telephone Company
130887,DSL,0,10825,"Nedelco, Incorporated"
130887,Other,0,191435,"Nedelco, Incorporated"
130889,DOCSIS,0,3764,Nelson Telephone Cooperative
130889,DSL,0,5888,Nelson Telephone Cooperative
130889,FTTH,0,2821,Nelson Telephone Cooperative
130890,DSL,0,45949,"Nemont Telephone Cooperative, Inc."
130890,FTTH,0,19162,"Nemont Telephone Cooperative, Inc."
130890,Other,0,40722,"Nemont Telephone Cooperative, Inc."
130891,DOCSIS,0,24000,"NEPSK, Inc."
130901,DSL,0,2927,New Hope Telephone Cooperative (VA)
130902,DSL,0,7487,"New Hope Telephone Cooperative, Inc. (AL)"
130902,FTTH,0,5415,"New Hope Telephone Cooperative, Inc. (AL)"
130903,DOCSIS,0,21216,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130903,DSL,0,2575,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130903,Other,0,17305,"New Knoxville Telephone Company/GoldStar Communications, LLC"
130904,DSL,0,17836,"New Lisbon Telephone Company, Inc."
130904,FTTH,0,17836,"New Lisbon Telephone Company, Inc."
130904,Other,0,17836,"New Lisbon Telephone Company, Inc."
130905,DOCSIS,0,13727,"New Paris Telephone Company, Inc."
130905,DSL,0,4213,"New Paris Telephone Company, Inc."
130905,Other,0,2572,"New Paris Telephone Company, Inc."
130906,DOCSIS,0,9490,"New Ulm Telecom, Inc."
130906,DSL,0,68930,"New Ulm Telecom, Inc."
130908,DSL,0,1274,"New Windsor Communications, Inc."
130908,FTTH,0,376,"New Windsor Communications, Inc."
130912,DSL,0,7971,"Newport Telephone Company, Inc."
130914,Other,0,10476,NexGenAccess Inc.
130919,DOCSIS,0,1668,Wittenberg Telephone Company
130919,DSL,0,6002,Wittenberg Telephone Company
130919,FTTH,0,9222,Wittenberg Telephone Company
130919,Other,0,47171,Wittenberg Telephone Company
130920,DSL,0,5035,"Nicholville Telephone Company, Inc."
130920,FTTH,0,29448,"Nicholville Telephone Company, Inc."
130921,DSL,0,32697,NITCO Holding Corporation
130921,FTTH,0,1763,NITCO Holding Corporation
130921,Other,0,305535,NITCO Holding Corporation
130925,DOCSIS,0,6555,Nortex Communications
130925,DSL,0,5649,Nortex Communications
130925,FTTH,0,1147,Nortex Communications
130925,Other,0,11472,Nortex Communications
130927,DOCSIS,0,401,North Carolina Wireless
130927,DSL,0,355,North Carolina Wireless
130927,Other,0,8158,North Carolina Wireless
130929,DSL,0,49616,"North Central Telephone Cooperative, Inc."
