,county,up18_fiber,up18_cable,up18_DSL,up18_total,down14_fiber,down14_cable,down14_DSL,down14_total,up15_fiber,up15_cable,up15_DSL,up15_total,down15_fiber,down15_cable,down15_DSL,down15_total,up16_fiber,up16_cable,up16_DSL,up16_total,down16_fiber,down16_cable,down16_DSL,down16_total,up17_fiber,up17_cable,up17_DSL,up17_total,down17_fiber,down17_cable,down17_DSL,down17_total,2018_FIBER_YES,state_code,POP10,num_blocks,StateAbbr,countystate,Q3 2018 Price
0,24001,0.0,5.0,2.0,7.0,0.0,2.0,5.0,8.0,0.0,2.0,5.0,8.0,0.0,2.0,7.0,10.0,0.0,3.0,8.0,12.0,0.0,2.0,8.0,11.0,0.0,3.0,7.0,11.0,0.0,4.0,6.0,11.0,0,24,69304.0,2790,MD,24001,113677.0
1,24003,4.0,2.0,1.0,9.0,2.0,2.0,6.0,10.0,2.0,2.0,4.0,9.0,2.0,2.0,6.0,11.0,2.0,2.0,6.0,12.0,2.0,2.0,5.0,11.0,2.0,3.0,4.0,11.0,3.0,2.0,2.0,10.0,1,24,525715.0,6250,MD,24003,375376.0
2,24005,2.0,1.0,3.0,13.0,1.0,1.0,6.0,10.0,1.0,1.0,4.0,9.0,1.0,1.0,6.0,12.0,1.0,1.0,7.0,14.0,1.0,1.0,5.0,12.0,1.0,2.0,5.0,13.0,3.0,1.0,4.0,13.0,1,24,789354.0,10634,MD,24005,270641.0
3,24009,0.0,1.0,2.0,4.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,5.0,0.0,1.0,2.0,4.0,0,24,86140.0,1508,MD,24009,377143.0
4,24011,0.0,2.0,1.0,5.0,0.0,2.0,3.0,5.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,3.0,2.0,6.0,0.0,2.0,2.0,5.0,0,24,28867.0,1167,MD,24011,212183.0
5,24013,3.0,1.0,3.0,11.0,1.0,1.0,7.0,11.0,1.0,1.0,6.0,11.0,1.0,1.0,5.0,10.0,2.0,1.0,6.0,12.0,2.0,1.0,5.0,11.0,3.0,2.0,5.0,13.0,3.0,1.0,4.0,12.0,1,24,163618.0,2848,MD,24013,350885.0
6,24015,0.0,3.0,2.0,7.0,0.0,3.0,5.0,8.0,0.0,3.0,2.0,5.0,0.0,3.0,3.0,7.0,0.0,3.0,3.0,8.0,0.0,3.0,3.0,7.0,0.0,4.0,3.0,8.0,0.0,4.0,3.0,8.0,0,24,98550.0,2293,MD,24015,253944.0
7,24017,2.0,1.0,1.0,5.0,1.0,1.0,4.0,6.0,2.0,2.0,3.0,7.0,2.0,2.0,3.0,7.0,2.0,2.0,3.0,7.0,2.0,1.0,3.0,6.0,2.0,2.0,3.0,7.0,2.0,1.0,2.0,6.0,1,24,138665.0,2219,MD,24017,337455.0
8,24019,1.0,3.0,1.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1,24,28543.0,1262,MD,24019,189088.0
9,24021,2.0,4.0,1.0,10.0,1.0,2.0,7.0,13.0,1.0,2.0,5.0,11.0,1.0,2.0,4.0,10.0,1.0,3.0,6.0,13.0,1.0,3.0,6.0,13.0,1.0,4.0,3.0,11.0,1.0,4.0,2.0,10.0,1,24,223897.0,4208,MD,24021,354540.0
10,24023,2.0,3.0,1.0,7.0,2.0,3.0,3.0,8.0,2.0,3.0,2.0,7.0,2.0,3.0,5.0,10.0,2.0,3.0,5.0,11.0,2.0,3.0,5.0,11.0,2.0,4.0,4.0,11.0,2.0,4.0,4.0,11.0,1,24,26402.0,1406,MD,24023,176222.0
11,24025,1.0,2.0,1.0,6.0,1.0,2.0,7.0,11.0,1.0,2.0,5.0,9.0,1.0,2.0,5.0,9.0,1.0,2.0,3.0,8.0,1.0,2.0,3.0,8.0,1.0,3.0,3.0,9.0,1.0,2.0,2.0,7.0,1,24,241890.0,3385,MD,24025,304823.0
12,24027,3.0,2.0,3.0,10.0,2.0,1.0,7.0,13.0,2.0,1.0,5.0,10.0,2.0,1.0,5.0,10.0,2.0,1.0,6.0,12.0,1.0,2.0,6.0,12.0,1.0,3.0,5.0,11.0,2.0,2.0,4.0,11.0,1,24,281095.0,2612,MD,24027,463227.0
13,24029,0.0,2.0,1.0,5.0,0.0,2.0,4.0,6.0,0.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,0.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,0.0,2.0,1.0,4.0,0.0,3.0,1.0,5.0,0,24,17829.0,793,MD,24029,250359.0
14,24031,3.0,4.0,4.0,13.0,2.0,4.0,8.0,14.0,2.0,4.0,6.0,14.0,2.0,4.0,7.0,15.0,2.0,3.0,6.0,13.0,2.0,4.0,4.0,13.0,2.0,5.0,4.0,14.0,3.0,4.0,2.0,11.0,1,24,959286.0,8844,MD,24031,507032.0
15,24033,4.0,2.0,4.0,10.0,2.0,3.0,7.0,12.0,2.0,2.0,4.0,8.0,2.0,2.0,6.0,12.0,2.0,2.0,7.0,13.0,2.0,2.0,6.0,10.0,2.0,3.0,6.0,11.0,2.0,2.0,4.0,8.0,1,24,839061.0,9379,MD,24033,318036.0
16,24035,0.0,2.0,1.0,5.0,0.0,2.0,3.0,5.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0,5.0,0.0,3.0,2.0,6.0,0.0,2.0,2.0,5.0,0,24,46363.0,950,MD,24035,357659.0
17,24037,2.0,2.0,1.0,6.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,8.0,3.0,2.0,1.0,7.0,1,24,101464.0,1401,MD,24037,310049.0
18,24039,0.0,2.0,1.0,6.0,0.0,2.0,2.0,5.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,5.0,0.0,2.0,1.0,6.0,0.0,2.0,1.0,6.0,0.0,3.0,1.0,7.0,0.0,2.0,1.0,6.0,0,24,20723.0,1289,MD,24039,136400.0
19,24041,1.0,3.0,2.0,8.0,1.0,3.0,3.0,8.0,1.0,3.0,1.0,6.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,8.0,1.0,3.0,2.0,8.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,7.0,1,24,35274.0,1854,MD,24041,344112.0
20,24043,2.0,3.0,5.0,12.0,2.0,2.0,8.0,14.0,2.0,2.0,6.0,14.0,2.0,2.0,8.0,15.0,2.0,2.0,8.0,16.0,2.0,2.0,8.0,15.0,2.0,3.0,8.0,16.0,3.0,3.0,7.0,16.0,1,24,140570.0,3414,MD,24043,234256.0
21,24045,0.0,3.0,1.0,6.0,0.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0,6.0,0.0,2.0,2.0,6.0,0.0,3.0,2.0,7.0,0.0,4.0,2.0,8.0,0,24,93472.0,3128,MD,24045,174301.0
22,24047,1.0,3.0,1.0,7.0,0.0,3.0,2.0,7.0,1.0,3.0,1.0,7.0,1.0,3.0,1.0,7.0,1.0,3.0,1.0,7.0,1.0,2.0,1.0,6.0,1.0,3.0,1.0,7.0,1.0,3.0,1.0,7.0,1,24,48579.0,3010,MD,24047,265862.0
23,24510,3.0,1.0,5.0,12.0,2.0,1.0,8.0,13.0,3.0,1.0,6.0,12.0,3.0,1.0,7.0,14.0,3.0,1.0,7.0,13.0,2.0,1.0,5.0,10.0,1.0,2.0,5.0,10.0,1.0,1.0,4.0,9.0,1,24,615569.0,11349,MD,24510,160905.0
24,32001,1.0,1.0,4.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,6.0,1,32,24254.0,1116,NV,32001,192251.0
25,32003,7.0,5.0,9.0,27.0,6.0,2.0,10.0,22.0,5.0,3.0,12.0,25.0,6.0,3.0,14.0,26.0,7.0,2.0,14.0,28.0,6.0,3.0,15.0,31.0,7.0,3.0,13.0,27.0,8.0,5.0,11.0,30.0,1,32,1906270.0,18700,NV,32003,300249.0
26,32005,0.0,1.0,3.0,6.0,0.0,1.0,4.0,5.0,0.0,1.0,4.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,5.0,0,32,44497.0,1265,NV,32005,354032.0
27,32007,2.0,1.0,9.0,15.0,3.0,1.0,10.0,17.0,2.0,1.0,8.0,13.0,2.0,1.0,9.0,14.0,2.0,1.0,10.0,15.0,3.0,1.0,9.0,17.0,3.0,1.0,9.0,17.0,3.0,1.0,10.0,18.0,1,32,45065.0,2779,NV,32007,225221.0
28,32009,0.0,0.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,1.0,0.0,3.0,7.0,0.0,0.0,3.0,6.0,0,32,631.0,288,NV,32009,83563.0
29,32011,0.0,0.0,2.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,6.0,0,32,507.0,69,NV,32011,94477.0
30,32013,0.0,1.0,4.0,8.0,0.0,1.0,3.0,5.0,0.0,1.0,4.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,6.0,0,32,16351.0,2469,NV,32013,185884.0
31,32015,0.0,0.0,2.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0,32,5182.0,383,NV,32015,172696.0
32,32017,1.0,0.0,2.0,3.0,2.0,0.0,4.0,8.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,5.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,1,32,5208.0,1284,NV,32017,151095.0
33,32019,1.0,1.0,5.0,11.0,2.0,1.0,7.0,11.0,1.0,1.0,6.0,9.0,1.0,1.0,5.0,8.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,10.0,1.0,1.0,5.0,8.0,1.0,1.0,5.0,9.0,1,32,44020.0,1637,NV,32019,179631.0
34,32021,0.0,1.0,2.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,5.0,0,32,3759.0,398,NV,32021,103345.0
35,32023,2.0,2.0,5.0,16.0,2.0,0.0,3.0,9.0,1.0,0.0,2.0,7.0,1.0,0.0,4.0,10.0,1.0,0.0,4.0,10.0,1.0,1.0,4.0,11.0,2.0,1.0,5.0,13.0,2.0,2.0,5.0,15.0,1,32,43046.0,3592,NV,32023,142227.0
36,32027,0.0,0.0,2.0,7.0,0.0,0.0,2.0,5.0,0.0,0.0,3.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,5.0,0,32,6034.0,859,NV,32027,114941.0
37,32029,1.0,1.0,3.0,9.0,1.0,1.0,4.0,9.0,0.0,1.0,3.0,7.0,0.0,1.0,3.0,7.0,0.0,1.0,3.0,7.0,0.0,1.0,3.0,7.0,0.0,1.0,3.0,7.0,0.0,1.0,3.0,7.0,1,32,2506.0,213,NV,32029,214644.0
38,32031,3.0,2.0,6.0,17.0,4.0,1.0,7.0,14.0,1.0,1.0,4.0,9.0,1.0,1.0,7.0,11.0,2.0,1.0,6.0,13.0,2.0,2.0,7.0,14.0,3.0,2.0,7.0,16.0,3.0,2.0,8.0,18.0,1,32,418222.0,8334,NV,32031,379957.0
39,32033,0.0,0.0,2.0,6.0,1.0,0.0,5.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,0,32,5999.0,467,NV,32033,148480.0
40,32510,1.0,1.0,6.0,10.0,1.0,1.0,6.0,9.0,0.0,1.0,5.0,7.0,0.0,1.0,6.0,8.0,0.0,1.0,7.0,9.0,0.0,1.0,5.0,7.0,1.0,1.0,6.0,9.0,1.0,1.0,6.0,9.0,1,32,55036.0,1160,NV,32510,252856.0
41,53001,1.0,2.0,6.0,14.0,1.0,2.0,9.0,15.0,1.0,2.0,7.0,14.0,0.0,2.0,7.0,13.0,0.0,2.0,6.0,12.0,1.0,2.0,7.0,13.0,1.0,2.0,6.0,12.0,1.0,2.0,6.0,14.0,1,53,18276.0,1740,WA,53001,168058.0
42,53003,0.0,1.0,6.0,8.0,0.0,1.0,8.0,10.0,0.0,1.0,6.0,8.0,0.0,1.0,7.0,10.0,0.0,1.0,6.0,8.0,0.0,1.0,6.0,8.0,0.0,1.0,6.0,8.0,0.0,1.0,6.0,9.0,0,53,21505.0,647,WA,53003,191852.0
43,53005,1.0,2.0,9.0,18.0,2.0,1.0,10.0,17.0,2.0,1.0,9.0,17.0,2.0,1.0,8.0,16.0,3.0,1.0,8.0,17.0,2.0,1.0,9.0,17.0,2.0,1.0,9.0,17.0,1.0,2.0,9.0,18.0,1,53,175168.0,4873,WA,53005,268153.0
44,53007,1.0,2.0,11.0,19.0,2.0,2.0,13.0,22.0,2.0,3.0,11.0,20.0,1.0,2.0,11.0,20.0,1.0,2.0,11.0,19.0,1.0,2.0,11.0,20.0,1.0,2.0,11.0,21.0,1.0,2.0,12.0,20.0,1,53,70412.0,2644,WA,53007,334498.0
45,53009,1.0,2.0,3.0,8.0,0.0,1.0,5.0,8.0,0.0,1.0,3.0,7.0,0.0,1.0,4.0,8.0,0.0,1.0,3.0,7.0,1.0,2.0,3.0,9.0,1.0,2.0,3.0,9.0,1.0,2.0,3.0,9.0,1,53,67173.0,1911,WA,53009,286470.0
46,53011,4.0,2.0,12.0,20.0,6.0,2.0,19.0,27.0,5.0,2.0,17.0,25.0,4.0,2.0,13.0,20.0,4.0,2.0,13.0,21.0,3.0,2.0,12.0,19.0,3.0,2.0,12.0,19.0,3.0,2.0,11.0,18.0,1,53,422200.0,6028,WA,53011,355160.0
47,53013,1.0,1.0,4.0,8.0,1.0,1.0,6.0,10.0,1.0,1.0,3.0,7.0,1.0,1.0,4.0,9.0,1.0,1.0,3.0,8.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,4.0,8.0,1,53,3977.0,627,WA,53013,180805.0
48,53015,2.0,2.0,11.0,16.0,3.0,1.0,15.0,19.0,2.0,1.0,14.0,18.0,1.0,1.0,11.0,14.0,1.0,1.0,10.0,13.0,1.0,1.0,10.0,13.0,2.0,1.0,11.0,15.0,2.0,2.0,10.0,15.0,1,53,99344.0,2049,WA,53015,235917.0
49,53017,1.0,1.0,11.0,18.0,2.0,2.0,13.0,21.0,2.0,2.0,12.0,21.0,1.0,2.0,11.0,20.0,1.0,2.0,10.0,20.0,2.0,2.0,11.0,21.0,2.0,1.0,10.0,20.0,2.0,1.0,10.0,19.0,1,53,38142.0,1923,WA,53017,264345.0
50,53019,1.0,2.0,10.0,17.0,3.0,1.0,8.0,16.0,4.0,1.0,10.0,20.0,3.0,1.0,9.0,17.0,3.0,1.0,8.0,17.0,3.0,1.0,9.0,18.0,3.0,1.0,9.0,17.0,2.0,2.0,9.0,18.0,1,53,7524.0,2363,WA,53019,185501.0
51,53021,4.0,4.0,5.0,18.0,3.0,1.0,6.0,17.0,2.0,3.0,4.0,14.0,2.0,3.0,4.0,16.0,3.0,3.0,3.0,15.0,3.0,3.0,3.0,14.0,3.0,4.0,3.0,15.0,3.0,4.0,5.0,18.0,1,53,78162.0,2378,WA,53021,235602.0
52,53023,1.0,0.0,2.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,7.0,1.0,0.0,2.0,6.0,1.0,0.0,2.0,6.0,2.0,0.0,2.0,7.0,2.0,0.0,2.0,7.0,1,53,1752.0,206,WA,53023,160790.0
53,53025,2.0,3.0,10.0,22.0,3.0,2.0,15.0,25.0,3.0,2.0,12.0,23.0,2.0,2.0,10.0,21.0,2.0,2.0,10.0,21.0,2.0,2.0,11.0,22.0,3.0,2.0,10.0,22.0,3.0,3.0,10.0,24.0,1,53,84753.0,3510,WA,53025,198919.0
54,53027,1.0,2.0,5.0,8.0,2.0,2.0,9.0,13.0,2.0,3.0,10.0,15.0,2.0,2.0,6.0,10.0,1.0,2.0,5.0,9.0,0.0,2.0,5.0,9.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1,53,69357.0,2423,WA,53027,189191.0
55,53029,1.0,2.0,5.0,9.0,0.0,2.0,6.0,10.0,1.0,2.0,5.0,11.0,1.0,2.0,4.0,10.0,1.0,2.0,4.0,10.0,1.0,2.0,5.0,11.0,1.0,2.0,5.0,11.0,1.0,2.0,5.0,11.0,1,53,78331.0,1805,WA,53029,406784.0
56,53031,1.0,1.0,3.0,6.0,0.0,1.0,4.0,8.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,6.0,1.0,1.0,3.0,7.0,1,53,27783.0,1088,WA,53031,339918.0
57,53033,6.0,3.0,11.0,25.0,7.0,4.0,19.0,33.0,5.0,4.0,15.0,27.0,4.0,4.0,12.0,23.0,5.0,4.0,11.0,23.0,5.0,4.0,11.0,24.0,6.0,5.0,11.0,27.0,6.0,4.0,11.0,26.0,1,53,1921964.0,27585,WA,53033,636990.0
58,53035,1.0,2.0,4.0,7.0,3.0,2.0,10.0,15.0,3.0,2.0,9.0,14.0,2.0,2.0,6.0,10.0,2.0,2.0,5.0,9.0,1.0,2.0,5.0,8.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1,53,245433.0,3262,WA,53035,374961.0
59,53037,3.0,3.0,6.0,16.0,2.0,2.0,7.0,15.0,2.0,2.0,6.0,15.0,2.0,2.0,7.0,18.0,2.0,2.0,6.0,15.0,2.0,2.0,6.0,15.0,2.0,2.0,6.0,15.0,3.0,3.0,6.0,18.0,1,53,39927.0,2259,WA,53037,287030.0
60,53039,2.0,1.0,5.0,13.0,1.0,1.0,5.0,9.0,1.0,1.0,5.0,10.0,1.0,1.0,4.0,9.0,2.0,1.0,4.0,10.0,1.0,1.0,4.0,10.0,2.0,1.0,4.0,10.0,2.0,2.0,4.0,13.0,1,53,18147.0,911,WA,53039,245099.0
61,53041,2.0,4.0,9.0,15.0,3.0,4.0,14.0,21.0,3.0,4.0,12.0,19.0,2.0,5.0,10.0,17.0,2.0,4.0,9.0,15.0,2.0,4.0,9.0,15.0,2.0,4.0,9.0,16.0,2.0,4.0,9.0,16.0,1,53,70812.0,2272,WA,53041,221282.0
62,53043,0.0,0.0,3.0,7.0,1.0,0.0,5.0,9.0,1.0,0.0,3.0,8.0,0.0,0.0,3.0,7.0,0.0,0.0,3.0,7.0,1.0,0.0,4.0,9.0,1.0,0.0,3.0,8.0,1.0,0.0,3.0,9.0,0,53,9915.0,2097,WA,53043,168282.0
63,53045,1.0,3.0,5.0,9.0,3.0,3.0,10.0,16.0,3.0,3.0,8.0,14.0,2.0,3.0,6.0,11.0,2.0,3.0,5.0,10.0,1.0,3.0,5.0,9.0,1.0,3.0,5.0,9.0,1.0,3.0,5.0,9.0,1,53,58640.0,1534,WA,53045,231122.0
64,53047,2.0,1.0,11.0,19.0,2.0,2.0,11.0,19.0,1.0,2.0,10.0,17.0,1.0,2.0,11.0,20.0,1.0,2.0,11.0,21.0,2.0,2.0,11.0,23.0,3.0,1.0,9.0,21.0,3.0,1.0,9.0,20.0,1,53,34924.0,2946,WA,53047,189079.0
65,53049,1.0,2.0,6.0,11.0,1.0,2.0,5.0,10.0,1.0,2.0,5.0,9.0,2.0,2.0,6.0,11.0,2.0,2.0,5.0,10.0,1.0,2.0,6.0,10.0,1.0,2.0,6.0,11.0,1.0,2.0,6.0,11.0,1,53,20204.0,1241,WA,53049,182706.0
66,53051,2.0,3.0,7.0,16.0,2.0,2.0,9.0,15.0,1.0,2.0,7.0,12.0,1.0,2.0,7.0,13.0,3.0,2.0,7.0,16.0,3.0,2.0,7.0,16.0,3.0,2.0,6.0,15.0,2.0,3.0,6.0,15.0,1,53,11113.0,1627,WA,53051,207976.0
67,53053,2.0,4.0,6.0,12.0,5.0,3.0,16.0,26.0,3.0,4.0,12.0,22.0,2.0,4.0,10.0,18.0,2.0,4.0,8.0,16.0,2.0,4.0,8.0,15.0,2.0,4.0,8.0,14.0,2.0,4.0,6.0,12.0,1,53,790255.0,12107,WA,53053,339291.0
68,53055,1.0,3.0,5.0,12.0,0.0,2.0,4.0,9.0,0.0,2.0,4.0,10.0,1.0,2.0,4.0,11.0,1.0,2.0,4.0,12.0,1.0,2.0,4.0,12.0,1.0,3.0,5.0,14.0,1.0,3.0,5.0,13.0,1,53,15769.0,868,WA,53055,505740.0
69,53057,2.0,2.0,4.0,9.0,3.0,3.0,9.0,16.0,2.0,3.0,8.0,15.0,1.0,3.0,3.0,10.0,2.0,3.0,5.0,13.0,1.0,3.0,5.0,11.0,2.0,3.0,6.0,13.0,2.0,3.0,6.0,13.0,1,53,114977.0,3317,WA,53057,343892.0
70,53059,0.0,2.0,8.0,11.0,2.0,2.0,10.0,15.0,2.0,3.0,11.0,17.0,1.0,2.0,10.0,15.0,1.0,2.0,9.0,13.0,0.0,2.0,7.0,11.0,0.0,3.0,6.0,11.0,0.0,3.0,7.0,11.0,0,53,9688.0,362,WA,53059,268097.0
71,53061,3.0,3.0,11.0,20.0,3.0,2.0,15.0,22.0,2.0,2.0,14.0,20.0,2.0,2.0,13.0,21.0,2.0,2.0,10.0,18.0,2.0,2.0,12.0,20.0,3.0,3.0,12.0,22.0,3.0,3.0,11.0,21.0,1,53,705650.0,8587,WA,53061,461015.0
72,53063,4.0,2.0,10.0,24.0,5.0,3.0,15.0,31.0,2.0,3.0,12.0,25.0,2.0,3.0,14.0,29.0,4.0,3.0,13.0,29.0,5.0,2.0,11.0,28.0,5.0,2.0,10.0,26.0,5.0,2.0,10.0,26.0,1,53,471221.0,14901,WA,53063,252290.0
73,53065,0.0,2.0,4.0,13.0,1.0,1.0,5.0,13.0,2.0,1.0,5.0,14.0,1.0,1.0,5.0,13.0,2.0,1.0,4.0,15.0,3.0,1.0,5.0,18.0,3.0,2.0,4.0,17.0,2.0,2.0,4.0,16.0,0,53,43531.0,4021,WA,53065,206411.0
74,53067,4.0,1.0,6.0,12.0,4.0,2.0,12.0,18.0,4.0,2.0,11.0,18.0,3.0,2.0,8.0,14.0,3.0,2.0,8.0,14.0,2.0,1.0,7.0,11.0,3.0,1.0,7.0,12.0,3.0,1.0,6.0,11.0,1,53,248881.0,4303,WA,53067,324122.0
75,53069,1.0,0.0,4.0,5.0,2.0,0.0,4.0,6.0,2.0,0.0,4.0,6.0,2.0,0.0,4.0,6.0,2.0,0.0,3.0,5.0,1.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1.0,0.0,3.0,4.0,1,53,3639.0,200,WA,53069,226538.0
76,53071,3.0,1.0,6.0,14.0,2.0,1.0,8.0,15.0,2.0,1.0,6.0,13.0,2.0,1.0,8.0,16.0,2.0,1.0,7.0,13.0,2.0,1.0,8.0,16.0,2.0,1.0,8.0,14.0,3.0,1.0,7.0,15.0,1,53,58752.0,2540,WA,53071,219493.0
77,53073,3.0,4.0,11.0,20.0,3.0,4.0,13.0,24.0,2.0,4.0,12.0,21.0,3.0,4.0,11.0,21.0,3.0,4.0,9.0,19.0,2.0,4.0,10.0,19.0,3.0,5.0,11.0,22.0,3.0,4.0,11.0,21.0,1,53,200411.0,4886,WA,53073,404200.0
78,53075,4.0,4.0,9.0,23.0,4.0,3.0,10.0,22.0,2.0,3.0,8.0,18.0,2.0,3.0,9.0,21.0,3.0,3.0,9.0,22.0,3.0,4.0,9.0,23.0,4.0,3.0,8.0,23.0,4.0,4.0,8.0,24.0,1,53,43849.0,2702,WA,53075,222959.0
79,53077,3.0,2.0,7.0,17.0,3.0,2.0,11.0,18.0,2.0,3.0,9.0,16.0,2.0,1.0,9.0,17.0,2.0,1.0,8.0,15.0,2.0,1.0,8.0,15.0,2.0,2.0,8.0,16.0,3.0,2.0,8.0,18.0,1,53,242776.0,7716,WA,53077,200196.0
80,41001,5.0,1.0,13.0,21.0,2.0,0.0,10.0,13.0,2.0,0.0,11.0,15.0,2.0,0.0,10.0,15.0,3.0,0.0,9.0,14.0,4.0,0.0,10.0,16.0,4.0,1.0,10.0,17.0,4.0,2.0,13.0,21.0,1,41,14639.0,1123,OR,41001,160150.0
81,41003,3.0,1.0,6.0,13.0,3.0,1.0,10.0,17.0,2.0,1.0,9.0,16.0,2.0,1.0,9.0,15.0,2.0,1.0,8.0,14.0,3.0,1.0,8.0,15.0,5.0,1.0,6.0,15.0,5.0,1.0,6.0,15.0,1,41,85085.0,2485,OR,41003,383621.0
82,41005,9.0,4.0,17.0,34.0,10.0,3.0,20.0,34.0,8.0,3.0,20.0,32.0,8.0,3.0,17.0,30.0,8.0,3.0,18.0,31.0,8.0,3.0,20.0,33.0,9.0,3.0,21.0,35.0,9.0,3.0,18.0,32.0,1,41,367953.0,6528,OR,41005,436075.0
83,41007,0.0,2.0,6.0,8.0,0.0,2.0,9.0,12.0,0.0,2.0,7.0,10.0,0.0,3.0,8.0,12.0,0.0,2.0,6.0,9.0,0.0,2.0,6.0,8.0,0.0,2.0,6.0,9.0,0.0,3.0,6.0,9.0,0,41,35151.0,1949,OR,41007,279272.0
84,41009,1.0,2.0,6.0,12.0,0.0,2.0,7.0,10.0,0.0,2.0,7.0,11.0,0.0,2.0,7.0,11.0,0.0,2.0,6.0,10.0,0.0,2.0,6.0,10.0,0.0,2.0,6.0,10.0,1.0,2.0,6.0,11.0,1,41,46488.0,1738,OR,41009,240909.0
85,41011,2.0,3.0,6.0,12.0,1.0,2.0,6.0,9.0,1.0,2.0,6.0,10.0,1.0,3.0,4.0,9.0,2.0,2.0,4.0,8.0,2.0,3.0,6.0,13.0,2.0,2.0,4.0,9.0,3.0,4.0,5.0,13.0,1,41,58343.0,2859,OR,41011,195017.0
86,41013,3.0,1.0,6.0,14.0,0.0,1.0,6.0,9.0,0.0,1.0,5.0,9.0,0.0,1.0,4.0,8.0,1.0,1.0,5.0,11.0,1.0,1.0,6.0,11.0,2.0,1.0,6.0,12.0,2.0,1.0,6.0,12.0,1,41,20518.0,1159,OR,41013,205907.0
87,41015,0.0,2.0,3.0,6.0,1.0,2.0,3.0,6.0,0.0,2.0,3.0,5.0,0.0,3.0,3.0,6.0,0.0,2.0,3.0,5.0,0.0,2.0,3.0,6.0,0.0,2.0,3.0,6.0,0.0,2.0,3.0,6.0,0,41,21270.0,1572,OR,41015,243414.0
