,county,up18_fiber,up18_cable,up18_DSL,up18_total,down14_fiber,down14_cable,down14_DSL,down14_total,up15_fiber,up15_cable,up15_DSL,up15_total,down15_fiber,down15_cable,down15_DSL,down15_total,up16_fiber,up16_cable,up16_DSL,up16_total,down16_fiber,down16_cable,down16_DSL,down16_total,up17_fiber,up17_cable,up17_DSL,up17_total,down17_fiber,down17_cable,down17_DSL,down17_total,2018_FIBER_YES,state_code,POP10,num_blocks,StateAbbr,countystate,Q3 2018 Price
613,21101,0.0,3.0,6.0,12.0,0.0,2.0,4.0,9.0,0.0,2.0,5.0,9.0,0.0,3.0,4.0,9.0,0.0,3.0,3.0,8.0,0.0,2.0,3.0,7.0,0.0,3.0,3.0,8.0,0.0,3.0,6.0,12.0,0,21,46195.0,1640,KY,21101,124492.0
614,21103,0.0,1.0,3.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,3.0,6.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0,21,13032.0,404,KY,21103,135357.0
615,21105,1.0,2.0,4.0,9.0,1.0,2.0,4.0,8.0,1.0,2.0,5.0,9.0,1.0,2.0,4.0,8.0,3.0,2.0,3.0,9.0,3.0,2.0,3.0,9.0,2.0,2.0,3.0,9.0,1.0,2.0,4.0,9.0,1,21,4248.0,292,KY,21105,74004.0
616,21107,0.0,3.0,6.0,12.0,0.0,3.0,5.0,10.0,1.0,3.0,6.0,12.0,1.0,3.0,9.0,15.0,1.0,3.0,8.0,14.0,1.0,2.0,8.0,13.0,1.0,2.0,8.0,13.0,0.0,3.0,7.0,13.0,0,21,46314.0,1798,KY,21107,101835.0
617,21109,1.0,0.0,3.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,3.0,4.0,1,21,13490.0,610,KY,21109,73688.0
618,21111,4.0,6.0,5.0,17.0,2.0,2.0,8.0,16.0,3.0,2.0,7.0,15.0,3.0,2.0,7.0,15.0,4.0,5.0,8.0,20.0,3.0,5.0,7.0,18.0,3.0,6.0,7.0,19.0,2.0,7.0,5.0,17.0,1,21,741066.0,12213,KY,21111,187203.0
619,21113,2.0,2.0,3.0,9.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,8.0,1,21,48517.0,827,KY,21113,177807.0
620,21115,1.0,3.0,4.0,9.0,1.0,2.0,3.0,6.0,1.0,2.0,4.0,7.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,3.0,4.0,9.0,1,21,21193.0,971,KY,21115,95193.0
621,21117,2.0,1.0,3.0,6.0,1.0,1.0,4.0,8.0,1.0,1.0,4.0,8.0,1.0,1.0,5.0,8.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,6.0,1.0,3.0,3.0,8.0,1.0,2.0,3.0,7.0,1,21,158520.0,3480,KY,21117,171732.0
622,21119,1.0,3.0,8.0,13.0,1.0,3.0,5.0,9.0,1.0,3.0,3.0,7.0,1.0,3.0,3.0,7.0,1.0,3.0,6.0,10.0,2.0,3.0,6.0,11.0,2.0,3.0,6.0,11.0,1.0,3.0,7.0,12.0,1,21,16346.0,672,KY,21119,54818.0
623,21121,2.0,4.0,6.0,15.0,1.0,4.0,5.0,12.0,1.0,4.0,4.0,10.0,1.0,4.0,3.0,9.0,2.0,4.0,3.0,10.0,3.0,4.0,3.0,11.0,3.0,4.0,4.0,13.0,2.0,5.0,6.0,16.0,1,21,29931.0,929,KY,21121,81067.0
624,21123,1.0,4.0,6.0,13.0,1.0,3.0,4.0,9.0,1.0,3.0,5.0,10.0,1.0,3.0,4.0,9.0,2.0,3.0,4.0,10.0,2.0,3.0,4.0,10.0,2.0,4.0,4.0,11.0,1.0,4.0,6.0,13.0,1,21,13924.0,459,KY,21123,112659.0
625,21125,2.0,3.0,6.0,14.0,1.0,2.0,5.0,10.0,1.0,2.0,5.0,9.0,1.0,2.0,5.0,9.0,2.0,3.0,5.0,11.0,2.0,3.0,4.0,10.0,2.0,3.0,4.0,10.0,2.0,3.0,6.0,13.0,1,21,58722.0,1636,KY,21125,107527.0
626,21127,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,2.0,8.0,11.0,1.0,2.0,7.0,10.0,1.0,2.0,7.0,10.0,1.0,2.0,7.0,10.0,1.0,2.0,7.0,10.0,1,21,15860.0,1455,KY,21127,84757.0
627,21129,3.0,1.0,4.0,10.0,1.0,1.0,6.0,9.0,1.0,1.0,4.0,7.0,1.0,1.0,5.0,8.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,8.0,2.0,2.0,4.0,9.0,2.0,1.0,5.0,10.0,1,21,6579.0,166,KY,21129,67679.0
628,21131,1.0,2.0,6.0,9.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1.0,2.0,4.0,7.0,1.0,2.0,5.0,8.0,1,21,10629.0,427,KY,21131,51550.0
629,21133,2.0,2.0,6.0,12.0,0.0,2.0,5.0,7.0,0.0,2.0,3.0,5.0,0.0,2.0,5.0,7.0,1.0,3.0,5.0,9.0,1.0,2.0,5.0,8.0,2.0,2.0,5.0,9.0,1.0,2.0,7.0,12.0,1,21,23210.0,960,KY,21133,61670.0
630,21135,0.0,2.0,3.0,6.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,5.0,0.0,2.0,3.0,6.0,0,21,12001.0,401,KY,21135,72001.0
631,21137,0.0,3.0,6.0,11.0,0.0,2.0,5.0,10.0,0.0,2.0,4.0,8.0,0.0,2.0,4.0,8.0,1.0,2.0,4.0,9.0,1.0,1.0,4.0,8.0,1.0,2.0,4.0,9.0,0.0,3.0,6.0,13.0,0,21,23343.0,678,KY,21137,101308.0
632,21139,2.0,4.0,8.0,16.0,1.0,2.0,7.0,12.0,1.0,2.0,7.0,11.0,2.0,2.0,7.0,12.0,3.0,3.0,6.0,13.0,3.0,3.0,6.0,13.0,3.0,3.0,6.0,13.0,2.0,3.0,8.0,15.0,1,21,9305.0,468,KY,21139,95720.0
633,21141,3.0,2.0,5.0,14.0,2.0,1.0,5.0,11.0,2.0,1.0,5.0,10.0,2.0,1.0,5.0,10.0,3.0,1.0,4.0,10.0,3.0,1.0,4.0,10.0,4.0,2.0,4.0,12.0,3.0,2.0,4.0,12.0,1,21,26785.0,1554,KY,21141,111111.0
634,21143,1.0,2.0,3.0,9.0,0.0,0.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,3.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,4.0,6.0,1.0,2.0,4.0,8.0,1.0,2.0,3.0,8.0,1,21,7616.0,366,KY,21143,129560.0
635,21145,4.0,3.0,7.0,15.0,3.0,2.0,6.0,13.0,4.0,2.0,7.0,14.0,4.0,2.0,12.0,19.0,3.0,2.0,11.0,17.0,3.0,2.0,10.0,16.0,3.0,3.0,10.0,17.0,3.0,3.0,9.0,16.0,1,21,64576.0,2276,KY,21145,156442.0
636,21147,1.0,1.0,0.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,0.0,3.0,1,21,18306.0,732,KY,21147,64622.0
637,21149,1.0,4.0,3.0,11.0,0.0,2.0,3.0,7.0,0.0,2.0,4.0,8.0,0.0,2.0,3.0,7.0,0.0,3.0,2.0,7.0,1.0,4.0,2.0,9.0,1.0,4.0,2.0,9.0,1.0,4.0,3.0,11.0,1,21,9511.0,740,KY,21149,102830.0
638,21151,3.0,2.0,7.0,15.0,0.0,2.0,6.0,10.0,1.0,2.0,5.0,9.0,2.0,2.0,6.0,11.0,3.0,2.0,5.0,11.0,2.0,2.0,4.0,10.0,2.0,1.0,4.0,10.0,2.0,3.0,7.0,16.0,1,21,81445.0,1881,KY,21151,168354.0
639,21153,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1,21,13333.0,590,KY,21153,66730.0
640,21155,1.0,3.0,8.0,15.0,0.0,1.0,3.0,7.0,0.0,1.0,2.0,5.0,0.0,1.0,4.0,7.0,1.0,1.0,4.0,9.0,2.0,2.0,5.0,11.0,2.0,3.0,5.0,13.0,1.0,3.0,7.0,15.0,1,21,19624.0,722,KY,21155,105841.0
641,21157,2.0,5.0,6.0,14.0,1.0,4.0,5.0,10.0,1.0,4.0,5.0,10.0,2.0,3.0,5.0,11.0,2.0,3.0,4.0,10.0,2.0,3.0,4.0,9.0,3.0,4.0,4.0,11.0,2.0,4.0,6.0,13.0,1,21,31011.0,1470,KY,21157,124500.0
642,21159,0.0,2.0,3.0,6.0,0.0,1.0,3.0,4.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,0.0,1.0,3.0,4.0,0.0,2.0,4.0,7.0,0,21,8472.0,97,KY,21159,69049.0
643,21161,0.0,2.0,6.0,10.0,0.0,1.0,4.0,6.0,0.0,1.0,5.0,7.0,0.0,1.0,4.0,6.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,0.0,1.0,6.0,9.0,0,21,16820.0,579,KY,21161,117226.0
644,21163,1.0,2.0,4.0,9.0,1.0,2.0,5.0,9.0,1.0,2.0,5.0,9.0,1.0,2.0,5.0,10.0,1.0,2.0,5.0,10.0,1.0,2.0,5.0,10.0,1.0,2.0,4.0,9.0,1.0,2.0,4.0,9.0,1,21,28602.0,978,KY,21163,151137.0
645,21165,1.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,5.0,1,21,4235.0,85,KY,21165,82016.0
646,21167,0.0,2.0,3.0,9.0,0.0,1.0,5.0,11.0,0.0,1.0,4.0,10.0,0.0,1.0,5.0,11.0,0.0,1.0,5.0,11.0,0.0,1.0,5.0,11.0,0.0,1.0,5.0,12.0,0.0,2.0,4.0,12.0,0,21,19378.0,661,KY,21167,147481.0
647,21169,1.0,2.0,5.0,9.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,6.0,1.0,2.0,3.0,7.0,1.0,2.0,5.0,9.0,1,21,9902.0,411,KY,21169,79275.0
648,21171,2.0,3.0,4.0,11.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,9.0,2.0,1.0,3.0,8.0,3.0,1.0,3.0,9.0,3.0,1.0,2.0,8.0,3.0,2.0,2.0,9.0,2.0,3.0,4.0,11.0,1,21,10696.0,492,KY,21171,78537.0
649,21173,2.0,1.0,6.0,11.0,1.0,1.0,5.0,8.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,4.0,7.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,8.0,0.0,1.0,7.0,10.0,1,21,24461.0,627,KY,21173,124605.0
650,21175,1.0,0.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,4.0,1.0,0.0,3.0,4.0,1,21,10736.0,233,KY,21175,81700.0
651,21177,1.0,5.0,6.0,16.0,0.0,2.0,5.0,9.0,1.0,2.0,7.0,12.0,1.0,2.0,6.0,11.0,1.0,3.0,5.0,11.0,1.0,3.0,5.0,11.0,1.0,4.0,6.0,13.0,1.0,6.0,6.0,17.0,1,21,31216.0,1653,KY,21177,86443.0
652,21179,2.0,2.0,7.0,14.0,1.0,2.0,8.0,14.0,1.0,2.0,6.0,12.0,2.0,2.0,7.0,14.0,3.0,2.0,6.0,14.0,3.0,2.0,6.0,14.0,3.0,2.0,6.0,13.0,2.0,3.0,7.0,14.0,1,21,41323.0,987,KY,21179,155430.0
653,21181,0.0,1.0,5.0,9.0,0.0,2.0,5.0,9.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,5.0,8.0,0,21,5488.0,238,KY,21181,86549.0
654,21183,0.0,2.0,4.0,10.0,0.0,2.0,4.0,8.0,1.0,2.0,4.0,9.0,1.0,2.0,4.0,9.0,0.0,2.0,3.0,7.0,0.0,1.0,3.0,6.0,0.0,3.0,3.0,8.0,0.0,2.0,4.0,10.0,0,21,23805.0,1668,KY,21183,93085.0
655,21185,1.0,1.0,4.0,8.0,1.0,1.0,4.0,8.0,2.0,1.0,4.0,9.0,2.0,1.0,4.0,10.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,7.0,1.0,1.0,3.0,6.0,1,21,60043.0,978,KY,21185,308928.0
656,21187,1.0,4.0,5.0,15.0,0.0,2.0,5.0,11.0,0.0,2.0,5.0,11.0,0.0,2.0,5.0,11.0,0.0,4.0,5.0,13.0,1.0,4.0,5.0,14.0,1.0,4.0,5.0,14.0,1.0,4.0,5.0,14.0,1,21,9179.0,199,KY,21187,104470.0
657,21189,1.0,0.0,2.0,4.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,4.0,6.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,3.0,5.0,1,21,4730.0,378,KY,21189,73793.0
658,21191,1.0,3.0,5.0,12.0,0.0,3.0,2.0,7.0,0.0,3.0,5.0,10.0,0.0,3.0,6.0,11.0,2.0,3.0,5.0,12.0,2.0,3.0,4.0,11.0,2.0,3.0,4.0,11.0,1.0,3.0,5.0,11.0,1,21,9793.0,339,KY,21191,114775.0
659,21193,1.0,3.0,7.0,12.0,1.0,2.0,5.0,8.0,1.0,2.0,5.0,8.0,1.0,2.0,4.0,7.0,2.0,3.0,5.0,10.0,2.0,3.0,5.0,10.0,2.0,2.0,5.0,9.0,2.0,3.0,7.0,12.0,1,21,27488.0,1242,KY,21193,77272.0
660,21195,0.0,5.0,6.0,14.0,0.0,4.0,9.0,14.0,1.0,1.0,5.0,10.0,1.0,2.0,11.0,16.0,0.0,2.0,10.0,15.0,0.0,2.0,10.0,14.0,0.0,2.0,9.0,13.0,0.0,6.0,10.0,18.0,0,21,61353.0,1293,KY,21195,79486.0
661,21197,1.0,1.0,7.0,11.0,0.0,1.0,5.0,7.0,0.0,1.0,5.0,7.0,0.0,1.0,5.0,7.0,1.0,1.0,5.0,8.0,1.0,1.0,5.0,8.0,1.0,0.0,5.0,7.0,1.0,0.0,6.0,9.0,1,21,11785.0,266,KY,21197,84124.0
662,21199,1.0,4.0,6.0,12.0,0.0,2.0,3.0,6.0,0.0,2.0,1.0,4.0,0.0,2.0,3.0,6.0,1.0,2.0,3.0,7.0,1.0,1.0,2.0,5.0,1.0,3.0,2.0,7.0,1.0,5.0,4.0,11.0,1,21,62722.0,2197,KY,21199,115012.0
663,21201,0.0,0.0,4.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,5.0,0.0,0.0,4.0,5.0,0,21,1658.0,37,KY,21201,99621.0
664,21203,1.0,2.0,3.0,6.0,1.0,2.0,3.0,7.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,6.0,1,21,16402.0,439,KY,21203,85178.0
665,21205,0.0,1.0,3.0,6.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,3.0,5.0,0,21,23189.0,767,KY,21205,127662.0
666,21207,1.0,2.0,5.0,9.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,7.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,8.0,2.0,1.0,3.0,8.0,2.0,2.0,3.0,9.0,1.0,2.0,5.0,10.0,1,21,17542.0,982,KY,21207,92031.0
667,21209,3.0,2.0,7.0,17.0,0.0,2.0,5.0,9.0,1.0,2.0,5.0,11.0,1.0,2.0,5.0,11.0,2.0,2.0,5.0,11.0,3.0,3.0,5.0,14.0,3.0,3.0,5.0,14.0,3.0,3.0,7.0,16.0,1,21,46145.0,1144,KY,21209,184841.0
668,21211,2.0,2.0,3.0,9.0,1.0,2.0,5.0,9.0,2.0,2.0,4.0,10.0,2.0,2.0,5.0,11.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,9.0,2.0,2.0,3.0,9.0,1.0,3.0,3.0,10.0,1,21,41423.0,979,KY,21211,198474.0
669,21213,3.0,1.0,3.0,9.0,0.0,2.0,5.0,9.0,1.0,2.0,5.0,9.0,2.0,1.0,4.0,8.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,7.0,2.0,1.0,3.0,7.0,2.0,1.0,3.0,8.0,1,21,17189.0,564,KY,21213,137572.0
670,21215,2.0,1.0,7.0,12.0,0.0,1.0,4.0,7.0,0.0,1.0,4.0,7.0,0.0,1.0,5.0,8.0,1.0,1.0,5.0,9.0,1.0,1.0,5.0,9.0,1.0,2.0,5.0,10.0,1.0,1.0,8.0,13.0,1,21,15941.0,299,KY,21215,204915.0
671,21217,1.0,2.0,3.0,7.0,0.0,2.0,3.0,6.0,0.0,2.0,2.0,5.0,0.0,2.0,1.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,6.0,1.0,2.0,1.0,5.0,0.0,2.0,3.0,6.0,1,21,24348.0,743,KY,21217,112482.0
672,21219,3.0,2.0,4.0,12.0,1.0,1.0,4.0,8.0,1.0,1.0,5.0,8.0,1.0,1.0,5.0,8.0,2.0,1.0,4.0,8.0,2.0,1.0,4.0,8.0,2.0,2.0,4.0,9.0,3.0,2.0,4.0,11.0,1,21,12001.0,651,KY,21219,99937.0
673,21221,0.0,1.0,2.0,5.0,1.0,1.0,3.0,6.0,2.0,1.0,4.0,7.0,2.0,1.0,3.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,6.0,0,21,13013.0,516,KY,21221,133110.0
674,21223,1.0,1.0,2.0,5.0,0.0,1.0,3.0,6.0,0.0,1.0,3.0,6.0,0.0,1.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,7.0,0.0,2.0,2.0,5.0,1,21,7533.0,214,KY,21223,118612.0
675,21225,0.0,1.0,5.0,8.0,0.0,1.0,4.0,7.0,0.0,1.0,5.0,7.0,0.0,1.0,4.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,5.0,1.0,2.0,3.0,7.0,0.0,2.0,5.0,9.0,0,21,15005.0,1232,KY,21225,87603.0
676,21227,4.0,3.0,10.0,20.0,2.0,1.0,8.0,15.0,4.0,1.0,7.0,15.0,3.0,1.0,8.0,15.0,3.0,1.0,8.0,14.0,3.0,1.0,7.0,13.0,4.0,3.0,9.0,18.0,4.0,3.0,10.0,20.0,1,21,113209.0,3048,KY,21227,177121.0
677,21229,0.0,2.0,5.0,11.0,0.0,2.0,4.0,9.0,0.0,2.0,4.0,9.0,0.0,2.0,4.0,9.0,1.0,2.0,4.0,10.0,1.0,2.0,4.0,10.0,1.0,2.0,4.0,11.0,0.0,2.0,6.0,13.0,0,21,11053.0,376,KY,21229,111322.0
678,21231,0.0,3.0,4.0,8.0,0.0,3.0,3.0,7.0,0.0,3.0,2.0,6.0,0.0,3.0,2.0,6.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,7.0,1.0,3.0,2.0,7.0,0.0,4.0,4.0,9.0,0,21,20595.0,790,KY,21231,85811.0
679,21233,0.0,2.0,2.0,6.0,0.0,2.0,3.0,7.0,0.0,1.0,4.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,4.0,0.0,2.0,2.0,5.0,0.0,2.0,2.0,6.0,0,21,13587.0,1153,KY,21233,85245.0
680,21235,1.0,3.0,4.0,12.0,0.0,5.0,6.0,13.0,0.0,4.0,5.0,11.0,0.0,4.0,5.0,11.0,1.0,3.0,4.0,10.0,2.0,3.0,4.0,11.0,2.0,3.0,4.0,12.0,1.0,3.0,5.0,13.0,1,21,33878.0,1156,KY,21235,88341.0
681,21237,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,4.0,1,21,6358.0,247,KY,21237,69260.0
682,21239,1.0,3.0,5.0,12.0,1.0,3.0,2.0,7.0,1.0,2.0,4.0,8.0,1.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,2.0,2.0,2.0,7.0,2.0,2.0,3.0,9.0,1.0,3.0,5.0,10.0,1,21,24823.0,547,KY,21239,203672.0
683,27001,4.0,4.0,7.0,16.0,2.0,3.0,9.0,15.0,1.0,3.0,8.0,13.0,1.0,3.0,8.0,13.0,1.0,3.0,8.0,13.0,1.0,3.0,7.0,12.0,3.0,3.0,7.0,14.0,3.0,4.0,7.0,15.0,1,27,13079.0,938,MN,27001,182360.0
684,27003,3.0,3.0,10.0,18.0,3.0,6.0,12.0,26.0,2.0,6.0,11.0,23.0,2.0,6.0,8.0,17.0,2.0,5.0,11.0,20.0,3.0,3.0,12.0,20.0,3.0,5.0,11.0,20.0,3.0,3.0,7.0,14.0,1,27,329475.0,7090,MN,27003,250984.0
685,27005,6.0,1.0,8.0,15.0,4.0,1.0,8.0,14.0,6.0,1.0,7.0,15.0,6.0,1.0,7.0,15.0,6.0,1.0,9.0,17.0,6.0,1.0,7.0,15.0,6.0,1.0,6.0,13.0,6.0,1.0,8.0,15.0,1,27,30693.0,2713,MN,27005,196147.0
686,27007,4.0,1.0,6.0,11.0,4.0,3.0,6.0,15.0,3.0,3.0,5.0,11.0,3.0,3.0,6.0,12.0,3.0,3.0,6.0,12.0,3.0,1.0,7.0,11.0,3.0,1.0,6.0,10.0,4.0,2.0,6.0,12.0,1,27,43052.0,2756,MN,27007,164910.0
687,27009,2.0,5.0,9.0,18.0,3.0,4.0,9.0,19.0,1.0,5.0,7.0,16.0,1.0,4.0,8.0,16.0,1.0,4.0,9.0,16.0,1.0,3.0,7.0,13.0,1.0,3.0,7.0,13.0,2.0,5.0,9.0,18.0,1,27,37936.0,1459,MN,27009,174914.0
688,27011,1.0,3.0,6.0,14.0,1.0,4.0,5.0,13.0,1.0,4.0,5.0,13.0,1.0,4.0,4.0,12.0,1.0,4.0,4.0,13.0,1.0,2.0,4.0,11.0,1.0,3.0,3.0,11.0,1.0,3.0,5.0,12.0,1,27,4556.0,696,MN,27011,104483.0
689,27013,3.0,4.0,10.0,21.0,2.0,2.0,9.0,17.0,1.0,2.0,8.0,15.0,1.0,2.0,9.0,15.0,1.0,2.0,9.0,16.0,2.0,3.0,9.0,18.0,2.0,4.0,10.0,20.0,3.0,4.0,9.0,20.0,1,27,63347.0,3067,MN,27013,199997.0
690,27015,4.0,3.0,14.0,28.0,1.0,2.0,10.0,19.0,1.0,2.0,12.0,21.0,1.0,2.0,11.0,19.0,2.0,2.0,10.0,20.0,2.0,2.0,12.0,22.0,4.0,3.0,14.0,27.0,4.0,3.0,12.0,26.0,1,27,25887.0,1748,MN,27015,145737.0
691,27017,1.0,4.0,8.0,16.0,1.0,3.0,9.0,16.0,1.0,3.0,8.0,15.0,1.0,3.0,7.0,14.0,1.0,3.0,7.0,14.0,1.0,2.0,6.0,12.0,2.0,3.0,8.0,16.0,1.0,4.0,7.0,15.0,1,27,31664.0,1251,MN,27017,173220.0
692,27019,5.0,5.0,13.0,27.0,4.0,4.0,16.0,28.0,3.0,4.0,15.0,26.0,2.0,4.0,12.0,20.0,4.0,4.0,16.0,28.0,4.0,4.0,14.0,26.0,4.0,5.0,16.0,29.0,6.0,5.0,14.0,29.0,1,27,90991.0,3117,MN,27019,344435.0
693,27021,8.0,5.0,13.0,26.0,7.0,5.0,15.0,29.0,7.0,5.0,12.0,25.0,7.0,4.0,13.0,24.0,7.0,5.0,13.0,25.0,7.0,4.0,15.0,26.0,8.0,4.0,14.0,26.0,8.0,6.0,14.0,28.0,1,27,27718.0,2655,MN,27021,192485.0
694,27023,1.0,3.0,8.0,17.0,1.0,2.0,5.0,11.0,1.0,2.0,5.0,11.0,1.0,2.0,7.0,13.0,1.0,2.0,8.0,15.0,1.0,2.0,6.0,13.0,1.0,3.0,6.0,14.0,1.0,4.0,6.0,15.0,1,27,12441.0,2024,MN,27023,112561.0
695,27025,1.0,3.0,9.0,17.0,2.0,3.0,10.0,17.0,1.0,3.0,9.0,15.0,0.0,4.0,7.0,12.0,0.0,4.0,8.0,13.0,0.0,2.0,7.0,10.0,1.0,2.0,7.0,12.0,1.0,3.0,7.0,13.0,1,27,51905.0,1415,MN,27025,225329.0
696,27027,5.0,3.0,10.0,22.0,2.0,5.0,12.0,22.0,4.0,5.0,11.0,23.0,5.0,5.0,10.0,23.0,5.0,5.0,10.0,23.0,5.0,3.0,9.0,20.0,5.0,4.0,10.0,22.0,5.0,3.0,9.0,21.0,1,27,56942.0,2195,MN,27027,176986.0
697,27029,3.0,1.0,7.0,11.0,3.0,1.0,6.0,11.0,3.0,1.0,6.0,10.0,3.0,1.0,8.0,12.0,3.0,1.0,8.0,12.0,3.0,1.0,7.0,11.0,3.0,1.0,7.0,11.0,3.0,2.0,7.0,12.0,1,27,7074.0,1409,MN,27029,132273.0
698,27031,0.0,2.0,4.0,6.0,1.0,2.0,4.0,7.0,0.0,2.0,3.0,5.0,1.0,2.0,4.0,7.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,0.0,2.0,3.0,5.0,1.0,2.0,3.0,6.0,0,27,3174.0,195,MN,27031,260022.0
699,27033,3.0,2.0,10.0,22.0,2.0,1.0,14.0,22.0,2.0,1.0,13.0,21.0,2.0,1.0,12.0,20.0,2.0,1.0,11.0,21.0,2.0,1.0,10.0,20.0,2.0,2.0,10.0,22.0,2.0,2.0,10.0,21.0,1,27,11687.0,1734,MN,27033,96296.0
700,27035,4.0,3.0,13.0,21.0,5.0,2.0,14.0,23.0,4.0,2.0,13.0,20.0,4.0,2.0,14.0,21.0,4.0,2.0,14.0,21.0,4.0,2.0,13.0,20.0,4.0,3.0,13.0,21.0,4.0,3.0,14.0,22.0,1,27,61740.0,4245,MN,27035,202610.0
