HocoNum,TechType,HighSpeed,population,state
240009,Other,0,171925,AZ
250009,Other,0,297029,AZ
260050,Other,0,60720,AZ
270101,Other,0,54948,AZ
270115,Other,0,3653,AZ
280026,DOCSIS,0,6178,AZ
280026,Other,0,6443,AZ
280035,Other,0,26189,AZ
290050,Other,0,458,AZ
290057,Other,0,8136,AZ
290083,Other,0,6202,AZ
300019,Other,0,41382,AZ
300063,DSL,0,6852,AZ
300063,Other,0,3554271,AZ
300069,Other,0,266,AZ
310014,Other,0,0,AZ
310015,Other,1,1533,AZ
310084,Other,0,7410,AZ
320051,Other,0,21697,AZ
330004,Other,0,15870,AZ
330045,Other,0,6150,AZ
340015,Other,0,159,AZ
350046,Other,0,6473,AZ
350105,Other,0,13748,AZ
360022,Other,0,29211,AZ
370028,DOCSIS,1,1746,AZ
370028,FTTH,1,225,AZ
370138,Other,0,0,AZ
370151,Other,1,237,AZ
130069,DSL,0,14839,AR
130070,DSL,0,202,AR
130070,FTTH,1,11458,AR
130077,DSL,0,1570134,AR
130077,FTTH,0,645,AR
130077,FTTH,1,94555,AR
130077,Other,0,86817,AR
130124,DSL,0,28,AR
130127,DSL,0,684,AR
130132,DSL,0,0,AR
130183,DOCSIS,0,17699,AR
130183,DOCSIS,1,36971,AR
130224,DSL,0,7196,AR
130224,FTTH,1,1553,AR
130228,DSL,0,523238,AR
130228,FTTH,0,15539,AR
130228,FTTH,1,208,AR
130317,DOCSIS,1,384698,AR
130340,DOCSIS,0,60799,AR
130360,DOCSIS,1,579870,AR
130360,FTTH,1,3008,AR
130370,DOCSIS,0,75342,AR
130370,DOCSIS,1,422657,AR
130386,DSL,0,24637,AR
130386,FTTH,1,6830,AR
130427,DOCSIS,0,65635,AR
130427,DSL,0,21721,AR
130427,FTTH,0,19394,AR
130427,FTTH,1,878,AR
130492,Other,0,62044,AR
130497,DOCSIS,1,138387,AR
130497,FTTH,1,1408,AR
130725,FTTH,1,4125,AR
130768,DSL,0,4198,AR
130768,FTTH,0,162,AR
130768,FTTH,1,5328,AR
130772,DSL,0,2852,AR
130772,Other,0,2852,AR
130882,DSL,0,12984,AR
130882,FTTH,1,7710,AR
130939,FTTH,1,3,AR
131108,DSL,0,1037,AR
131169,DSL,0,800,AR
131177,DSL,0,1311,AR
131214,FTTH,1,2370,AR
131232,DSL,0,8022,AR
131232,FTTH,1,13431,AR
131232,Other,0,458,AR
131362,DSL,0,11327,AR
131413,DSL,0,255923,AR
131413,DSL,1,970,AR
131413,FTTH,0,771,AR
131413,FTTH,1,1273,AR
131518,DOCSIS,0,3770,AR
131518,DSL,0,21999,AR
131518,FTTH,0,1261,AR
131518,FTTH,1,19697,AR
150206,DOCSIS,0,10540,AR
150206,DOCSIS,1,26391,AR
150221,DSL,0,2,AR
150221,Other,0,34,AR
150334,DOCSIS,0,196202,AR
180041,DOCSIS,0,28125,AR
190053,Other,0,7251,AR
210092,Other,0,94945,AR
220008,DOCSIS,0,937,AR
230021,DOCSIS,0,41671,AR
230021,Other,0,36922,AR
230062,Other,0,232236,AR
230074,DSL,0,6894,AR
230074,FTTH,1,312,AR
260019,Other,0,797,AR
260056,Other,1,27563,AR
270012,Other,0,212891,AR
270016,Other,0,2969,AR
270090,DSL,0,3537,AR
270090,FTTH,0,1596,AR
270090,FTTH,1,1125,AR
270090,Other,0,55196,AR
270096,Other,0,1345,AR
300059,DOCSIS,0,16673,AR
300059,FTTH,0,15158,AR
300184,DOCSIS,0,21928,AR
340008,DSL,0,12322,AR
340008,FTTH,1,12322,AR
350122,DSL,0,75,AR
360010,Other,0,33284,AR
360065,FTTH,1,35944,AR
360109,Other,0,5342,AR
370020,DOCSIS,0,66816,AR
