HocoNum,HighSpeed,population,state
131049,0,2552,CO
131090,0,92,CO
131128,0,10816,CO
131145,1,108,CO
131265,0,171,CO
131310,0,69058,CO
131310,1,58880,CO
131362,0,2722,CO
131387,0,154,CO
131404,0,12214,CO
131481,0,10192,CO
131487,0,189,CO
140048,0,3221114,CO
150206,0,5747,CO
150244,0,354,CO
170098,0,0,CO
180026,0,1961,CO
180026,1,87,CO
190008,0,149,CO
190084,1,179,CO
190145,0,7052,CO
190145,1,3421,CO
190166,0,23746,CO
190166,1,298,CO
190192,0,70253,CO
190313,0,34982,CO
200057,0,316,CO
220012,0,2219,CO
230043,0,56995,CO
230043,1,2592,CO
240041,0,109,CO
240041,1,1294,CO
250092,0,279,CO
270033,0,2125472,CO
280014,1,80089,CO
280068,0,35623,CO
290008,0,47686,CO
290051,0,6562,CO
300037,0,10071,CO
300078,0,653321,CO
300147,0,1513,CO
300164,0,30,CO
300171,0,21885,CO
300171,1,0,CO
300192,0,14560,CO
300192,1,19800,CO
310015,0,0,CO
310019,0,19898,CO
310024,0,64614,CO
310079,1,34836,CO
310085,0,13272,CO
320022,0,1798,CO
320080,0,111,CO
320121,0,134400,CO
330023,0,35,CO
330032,0,18965,CO
330032,1,4763,CO
330052,0,2933,CO
330053,0,9494,CO
330054,0,81,CO
340050,0,2971,CO
350033,0,0,CO
350122,0,0,CO
350129,0,2452,CO
360038,0,832,CO
360038,1,1,CO
360047,0,3091,CO
360047,1,0,CO
360080,0,507,CO
360113,0,900,CO
360113,1,57,CO
360131,1,11,CO
130235,0,204650,CT
130235,1,150519,CT
130258,0,3261978,CT
130317,1,1833383,CT
130360,1,446407,CT
130370,1,830641,CT
130576,1,63923,CT
131425,0,6782,CT
131425,1,38467,CT
190192,0,157,CT
190381,0,319,CT
280001,0,0,CT
280001,1,138716,CT
320121,0,43369,CT
360131,0,12,CT
130127,0,210,DE
130317,1,762031,DE
130804,0,275,DE
130804,1,75307,DE
131425,0,350277,DE
131425,1,499278,DE
190381,0,190,DE
280001,0,57,DE
280001,1,52456,DE
290009,0,96,DE
290018,0,32238,DE
320121,0,7203,DE
340019,0,41989,DE
130079,1,391854,DC
130317,1,594352,DC
131425,0,237417,DC
131425,1,358683,DC
150249,0,41430,DC
190008,0,48,DC
290016,0,15,DC
320121,0,58520,DC
350041,0,0,DC
130077,0,8242109,FL
130077,1,2078187,FL
130127,0,4282,FL
130228,0,3344025,FL
130228,1,259808,FL
130235,1,6933213,FL
130258,0,3274033,FL
130317,0,143544,FL
130317,1,10231406,FL
130360,1,728274,FL
130471,0,84923,FL
130587,0,2985,FL
130623,0,42992,FL
130623,1,135759,FL
130728,0,0,FL
130804,0,4227,FL
130804,1,331251,FL
130880,0,11184,FL
130988,0,42210,FL
130988,1,84176,FL
131060,0,5994,FL
131060,1,10204,FL
131204,0,13851,FL
131204,1,2636,FL
131310,0,27632,FL
131362,0,25281,FL
131413,0,226205,FL
131480,1,810897,FL
150221,0,784,FL
160110,0,41098,FL
160151,0,4002,FL
160162,0,1574,FL
170064,0,7517,FL
170064,1,17605,FL
180032,0,8369,FL
180048,0,68442,FL
180061,0,1087,FL
190008,0,8380,FL
190008,1,0,FL
190192,0,0,FL
190204,0,1422,FL
190275,0,22553,FL
200022,1,27029,FL
200046,0,97821,FL
210069,0,380,FL
230021,0,0,FL
240010,0,5008202,FL
240041,0,14902,FL
240041,1,31891,FL
280001,1,236127,FL
290009,0,25839,FL
290017,0,741,FL
290048,0,354,FL
290050,0,79,FL
300119,0,2961,FL
300164,0,2095,FL
310015,0,146,FL
310028,0,6786,FL
310044,1,82,FL
320052,0,2,FL
320121,0,183494,FL
330013,0,65457,FL
350077,0,37937,FL
350122,0,9,FL
350123,1,184177,FL
350137,1,89,FL
360074,0,68445,FL
360089,0,69736,FL
360131,0,187,FL
360131,1,109,FL
130044,0,38382,GA
130077,0,4924711,GA
130077,1,2161981,GA
130127,0,3683,GA
130132,0,566,GA
130151,1,17591,GA
130176,1,69736,GA
130228,0,89659,GA
130235,0,420171,GA
130235,1,1409759,GA
130242,0,40365,GA
130258,0,51801,GA
130265,0,15089,GA
130272,0,8973,GA
130281,0,29702,GA
130317,0,25820,GA
130317,1,5461382,GA
130334,0,91709,GA
130360,1,284823,GA
130391,0,13468,GA
130471,0,325,GA
130545,0,1571,GA
130589,0,43551,GA
130623,0,3134,GA
130623,1,1927,GA
130746,0,23610,GA
130804,0,4963,GA
130804,1,718190,GA
131023,0,10700,GA
131041,0,809,GA
131041,1,42798,GA
131051,0,43247,GA
131051,1,5105,GA
131052,0,46985,GA
131073,0,16055,GA
131076,0,67231,GA
131113,0,10066,GA
131113,1,22840,GA
131310,0,72656,GA
131310,1,20918,GA
131365,0,2699,GA
131365,1,4721,GA
131413,0,1440025,GA
131413,1,16421,GA
131480,0,85098,GA
131480,1,404085,GA
131481,0,10,GA
131485,0,20311,GA
140030,0,10772,GA
140030,1,8031,GA
150206,1,65952,GA
150235,0,11194,GA
150236,0,19603,GA
150258,0,37134,GA
150258,1,31873,GA
150262,0,108,GA
150292,0,68909,GA
160151,0,361,GA
180012,1,13752,GA
190008,0,368,GA
190025,0,561,GA
190058,1,102599,GA
190134,1,28865,GA
190215,0,32113,GA
200010,0,9905,GA
210069,1,650,GA
220017,0,439,GA
220017,1,3059,GA
220066,0,30762,GA
230039,0,541,GA
230076,0,14695,GA
240041,1,72218,GA
250045,0,16,GA
270106,0,78,GA
290125,0,30,GA
300186,1,0,GA
300192,0,8217,GA
310013,0,25448,GA
310041,0,22667,GA
310041,1,19866,GA
310054,0,1366,GA
310054,1,1561,GA
320042,0,6753,GA
320121,0,83065,GA
330057,0,1160,GA
340015,0,0,GA
340032,0,4323,GA
340088,0,19,GA
350060,0,16143,GA
360032,0,1341,GA
360131,0,686,GA
130235,1,1305596,HI
130595,0,625965,HI
130595,1,631396,HI
131161,0,15595,HI
210103,0,21273,HI
240021,0,2375,HI
250004,0,7299,HI
320116,0,3258,HI
320116,1,0,HI
130032,0,5283,ID
130032,1,5935,ID
130132,0,13942,ID
130132,1,2563,ID
130183,1,984658,ID
130193,0,15150,ID
130228,0,949340,ID
130228,1,145301,ID
130235,0,144214,ID
130258,0,236289,ID
130317,1,1167,ID
130360,1,17023,ID
130370,0,27730,ID
130378,0,9066,ID
130479,0,8100,ID
130500,0,97204,ID
130651,0,934,ID
130784,0,1872,ID
130831,0,7913,ID
130874,0,3200,ID
130986,0,118115,ID
131075,0,38288,ID
131075,1,16,ID
131123,0,76,ID
131190,0,5913,ID
131190,1,18511,ID
131310,0,3968,ID
131497,0,183515,ID
140033,0,25637,ID
140033,1,3587,ID
140048,0,1076683,ID
140055,0,26,ID
150292,0,14059,ID
160157,0,18933,ID
170071,0,44821,ID
220076,0,2232,ID
240046,0,8,ID
260010,0,3028,ID
260010,1,234,ID
260050,0,79788,ID
270032,0,3921,ID
290015,0,7618,ID
290062,0,15491,ID
300164,0,28,ID
300179,0,502,ID
300187,0,953,ID
310017,0,2279,ID
310036,0,10490,ID
310058,0,69629,ID
320059,0,1684,ID
320105,0,12810,ID
320111,0,40,ID
320127,0,1091641,ID
330045,0,1298,ID
330054,0,6003,ID
330076,0,2239,ID
330085,0,3259,ID
340048,0,10909,ID
340058,0,36581,ID
350057,0,2708,ID
350089,0,22294,ID
360075,0,4760,ID
360124,0,3237,ID
360134,0,59327,ID
360134,1,36,ID
130012,0,32259,IL
130012,1,44757,IL
130036,0,3276,IL
130077,0,9286844,IL
130077,1,637139,IL
130079,1,656468,IL
130116,0,33505,IL
130119,0,403,IL
130124,0,41,IL
130127,0,1041,IL
